world_cup_year,team,host_country,max_stage,max_stage_numeric,matches_played,matches_won,goals_for,goals_against,Big5_flag,start_date,rank_date,clean_country,rank,gdp_per_capita_tminus0,gdp_per_capita_tminus1,gdp_per_capita_tminus2,gdp_per_capita_tminus3,norm_gdp_per_capita_tminus0,norm_gdp_per_capita_tminus1,norm_gdp_per_capita_tminus2,norm_gdp_per_capita_tminus3,hdi_tminus0,hdi_tminus1,hdi_tminus2,hdi_tminus3,life_expectancy_tminus0,life_expectancy_tminus1,life_expectancy_tminus2,life_expectancy_tminus3,mean_school_years_tminus0,mean_school_years_tminus1,mean_school_years_tminus2,mean_school_years_tminus3
2022,Mexico,Qatar,Group stage,1.0,3.0,1.0,2.0,3.0,0.1153846153846153,2022-11-20,2022-10-06,Mexico,13.0,11402.1410374782,10314.0506725979,8841.2707511328,10369.5553585271,0.1166432080399266,0.0574462190150073,-0.022679604777837,0.060465922515593,0.783,0.761,0.763,0.788,73.973,69.75,70.449,74.53,9.349510934,9.349510934,9.220000267,9.075000286
1994,Morocco,USA,Group stage,1.0,3.0,0.0,2.0,5.0,0.1363636363636363,1994-06-17,1994-06-14,Morocco,28.0,1358.79443359375,1226.43054199219,1327.02954101563,1292.23376464844,-0.4297598278412076,-0.4369610163558169,-0.4314879802612794,-0.433381026333743,0.48,0.468,0.461,0.457,64.346,63.868,63.388,62.919,2.55,2.44,2.33,2.22
1998,Morocco,France,Group stage,1.0,3.0,1.0,5.0,5.0,0.3181818181818182,1998-06-10,1998-05-20,Morocco,13.0,1668.49755859375,1426.30114746094,1596.83239746094,1466.78820800781,-0.412910590789444,-0.4260871602679183,-0.416809496518211,-0.4238844828468128,0.507,0.5,0.495,0.484,66.008,65.616,65.226,64.725,3.02,2.9,2.78,2.66
2002,Morocco,Korea/Japan,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2002-05-31,2002-05-15,Morocco,39.0,1596.02062988281,1506.24523925781,1499.107421875,1635.65673828125,-0.4168536603100838,-0.4217378436325972,-0.4221261728660048,-0.4146972784969693,0.55,0.539,0.528,0.517,67.582,67.2,66.794,66.404,3.472,3.366,3.26,3.14
2006,Morocco,Germany,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2006-06-09,2006-05-17,Morocco,36.0,2438.12646484375,2242.98828125,2183.55541992188,1941.87255859375,-0.3710393313912838,-0.3816557225343233,-0.3848891363695311,-0.3980377664386212,0.579,0.573,0.567,0.56,69.157,68.748,68.272,67.958,3.88,3.79,3.684,3.578
2010,Morocco,South Africa,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2010-06-11,2010-05-26,Morocco,70.0,3067.9853515625,3119.58862304688,3183.20043945313,2755.5859375,-0.3367721870365597,-0.3339647379548404,-0.330503970247307,-0.3537681142890572,0.607,0.598,0.593,0.586,70.821,70.454,70.051,69.62,4.24,4.15,4.06,3.97
2014,Morocco,Brazil,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,Morocco,77.0,3435.40698242188,3379.7431640625,3164.17724609375,3301.98876953125,-0.3167828047650851,-0.3198111657825708,-0.3315389171642738,-0.3240413530797554,0.648,0.639,0.629,0.619,72.522,72.117,71.674,71.263,5.152,4.924,4.696,4.468
2018,Morocco,Russia,Group stage,1.0,3.0,0.0,2.0,4.0,0.391304347826087,2018-06-14,2018-06-07,Morocco,41.0,3501.69799804688,3296.52661132813,3140.85546875,3146.24780273438,-0.3131762766208573,-0.3243385189490976,-0.3328077263018416,-0.3325143591827171,0.68,0.674,0.665,0.659,73.946,73.608,73.228,72.894,5.782,5.648,5.514,5.38
2022,Morocco,Qatar,Fourth place,4.0,7.0,4.0,6.0,5.0,0.5,2022-11-20,2022-10-06,Morocco,22.0,3455.39624023438,3785.93627929688,3268.0302734375,3508.09765625,-0.3156952996152044,-0.2977124411172048,-0.3258888473554589,-0.3128281065527812,0.704,0.69,0.683,0.687,75.161,73.385,73.133,74.245,6.198,6.198,6.05,5.916
1994,Netherlands,USA,Quarter-finals,3.0,5.0,3.0,8.0,6.0,0.2272727272727272,1994-06-17,1994-06-14,Netherlands,2.0,24682.5866742863,23156.4404444568,23939.2173482108,21764.2144987258,0.8391589291442577,0.7561297391673965,0.7987163085150475,0.6803864124275147,0.889,0.863,0.861,0.86,77.518,77.041,77.365,77.162,11.3519016,11.28962291,11.22734423,11.16506554
1998,Netherlands,France,Fourth place,4.0,7.0,3.0,13.0,7.0,0.5,1998-06-10,1998-05-20,Netherlands,25.0,27924.281808994,26744.9601318097,29063.6236532536,29301.1940492376,1.0155216628888364,0.9513612818815032,1.0775069619294044,1.090431855465483,0.893,0.891,0.89,0.886,78.004,77.931,77.556,77.551,11.63967209,11.56450816,11.48934423,11.41418029
2002,Netherlands,Korea/Japan,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2002-05-31,2002-05-15,Netherlands,9.0,29446.5330872868,26955.7128032278,26225.1697734149,28318.7466538357,1.098338950057978,0.9628271710940064,0.9230823584259672,1.0369823171180277,0.898,0.902,0.9,0.894,78.412,78.338,78.13,77.968,11.78999996,11.78999996,11.78999996,11.71483603
2006,Netherlands,Germany,Round of 16,2.0,4.0,2.0,3.0,2.0,0.391304347826087,2006-06-09,2006-05-17,Netherlands,3.0,45123.5432406426,42165.396168388,40611.3414353091,35896.7504630706,1.9512385142351143,1.790302065000389,1.7057545274543549,1.4492596635638104,0.914,0.907,0.904,0.901,79.847,79.488,79.239,78.665,11.88999987,11.78999996,11.78999996,11.78999996
2010,Netherlands,South Africa,Runners-up,6.0,7.0,6.0,12.0,6.0,0.5652173913043478,2010-06-11,2010-05-26,Netherlands,4.0,51305.7338533973,53172.0261581418,58246.7026905874,52100.7996285947,2.2875773714342205,2.3891120312815257,2.6651971623443718,2.330832510425941,0.925,0.92,0.92,0.92,80.829,80.671,80.387,80.255,11.97999954,11.93999958,11.90999985,11.98999977
2014,Netherlands,Brazil,Third place,5.0,7.0,6.0,15.0,4.0,0.391304347826087,2014-06-12,2014-06-05,Netherlands,15.0,53457.2234864322,52602.2860520766,50473.9442002689,54701.7728030611,2.404628043239412,2.358115617845305,2.242324289009674,2.4723370999642698,0.939,0.937,0.935,0.935,81.65,81.301,81.059,81.11,12.09000015,12.06999969,12.02000046,11.96000004
2018,Netherlands,Russia,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2018-06-14,2018-06-07,Netherlands,17.0,53955.0770024266,49513.6817346384,46808.5291492503,45793.8135434697,2.431713504220936,2.190081710200308,2.042909294124767,1.987704220614704,0.947,0.945,0.941,0.94,81.781,81.737,81.555,81.49,12.31999969,12.25,12.18000031,12.14000034
2022,Netherlands,Qatar,Quarter-finals,3.0,5.0,3.0,10.0,4.0,0.4230769230769231,2022-11-20,2022-10-06,Netherlands,8.0,59123.318556487,60141.9880911492,53467.9277413737,53554.9007491475,2.712888991504569,2.768309176454053,2.4052104026488355,2.409942123793353,0.953,0.951,0.945,0.95,81.912,81.356,81.393,82.053,12.66994689,12.66994689,12.57999992,12.44999981
1994,New Zealand,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,New Zealand,90.0,15280.3127842922,13094.3454502639,11793.1392416214,12230.0734548834,0.3276331200387847,0.2087067068860126,0.1379152614892505,0.1616864395659241,0.852,0.838,0.822,0.813,76.918,76.499,76.191,76.079,11.20099964,10.93399963,10.66699963,10.39999962
1998,New Zealand,France,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1998-06-10,1998-05-20,New Zealand,117.0,14738.4455703918,17474.187029724,18794.436039393,17400.4201848172,0.2981531167692453,0.4469897045841924,0.5188171636428286,0.4429764578454153,0.881,0.871,0.862,0.858,78.167,77.344,76.807,76.785,12.26899967,12.00199966,11.73499966,11.46799965
2002,New Zealand,Korea/Japan,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2002-05-31,2002-05-15,New Zealand,87.0,16874.1874918196,13882.8568268586,13641.1027183822,15322.2238340267,0.4143470425345284,0.251605257238892,0.2384527510058449,0.3299132688492458,0.905,0.902,0.896,0.886,78.866,78.662,78.668,77.911,13.11999969,13.06999969,12.80299969,12.53599968
2006,New Zealand,Germany,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2006-06-09,2006-05-17,New Zealand,118.0,26654.5932018985,27751.0654708859,25420.234882944,21913.7081719961,0.9464449161725232,1.0060979183204797,0.8792902953630597,0.6885195377831926,0.918,0.917,0.912,0.91,80.015,80.031,79.355,79.141,13.31999969,13.26999969,13.21999969,13.16999969
2010,New Zealand,South Africa,Group stage,1.0,3.0,0.0,2.0,2.0,0.0434782608695652,2010-06-11,2010-05-26,New Zealand,78.0,33761.9009639947,28276.7255416225,31324.7397977102,32479.9817381467,1.333114289571318,1.0346961804157937,1.2005218069346628,1.2633721424182134,0.926,0.923,0.92,0.921,81.052,80.545,80.246,80.122,13.37600021,13.36200008,13.34799995,13.33399982
2014,New Zealand,Brazil,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,New Zealand,97.0,44618.266973847,43000.4646849189,40053.6991536369,38431.7766788499,1.9237492223661052,1.835733532278912,1.6754162898470295,1.587176443196243,0.932,0.933,0.929,0.927,81.411,81.612,81.167,80.842,13.27999973,13.32999992,13.38000011,13.39000034
2018,New Zealand,Russia,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2018-06-14,2018-06-07,New Zealand,120.0,43257.0769238879,42950.3841711138,40113.7195382428,38665.3723018158,1.849694387355116,1.833008928034844,1.6786816675798597,1.5998850912785212,0.938,0.936,0.938,0.934,81.884,81.605,82.003,81.587,13.13499975,13.23249984,13.32999992,13.22999954
2022,New Zealand,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2022-11-20,2022-10-06,New Zealand,105.0,48760.0381935936,49689.498134519,41850.92032802,42779.2298164101,2.14908012626216,2.1996469097738545,1.7731931708572868,1.8236973645985877,0.933,0.939,0.94,0.938,81.006,82.3,82.663,81.832,12.88299807,12.88299807,12.93999958,13.03749967
1994,Nigeria,USA,Round of 16,2.0,4.0,2.0,7.0,4.0,0.2727272727272727,1994-06-17,1994-06-14,Nigeria,11.0,744.884247151377,539.573202297542,508.515905682785,596.938795710722,-0.4631592914722574,-0.4743291318285261,-0.4760187878591166,-0.4712081866264595,0.397,0.393,0.388,0.383,45.748,45.783,45.587,45.483,3.456769929,3.280561292,3.104352656,2.92814402
1998,Nigeria,France,Round of 16,2.0,4.0,2.0,6.0,9.0,0.4090909090909091,1998-06-10,1998-05-20,Nigeria,74.0,1822.46998452473,1720.27540949396,1632.72469370276,1271.61617353199,-0.4045338012302614,-0.4100936438056236,-0.4148567948536393,-0.4345027156294432,0.419,0.413,0.408,0.402,46.148,45.96,45.833,45.87,4.161604474,3.985395838,3.809187201,3.632978565
2002,Nigeria,Korea/Japan,Group stage,1.0,3.0,0.0,1.0,3.0,0.2608695652173913,2002-05-31,2002-05-15,Nigeria,27.0,712.164852077686,566.428231812933,547.318298903379,480.669363941805,-0.4649393731029704,-0.4728680979486228,-0.4739077638855951,-0.4775337644447278,0.451,0.438,0.435,0.425,48.02,47.549,47.143,46.609,4.866439019,4.690230383,4.514021747,4.33781311
2006,Nigeria,Germany,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2006-06-09,2006-05-17,Nigeria,11.0,1599.53891556365,1211.37703504386,962.48104194733,763.388745367223,-0.4166622498118775,-0.4377799945531884,-0.4513210512955688,-0.4621525638941526,0.489,0.484,0.477,0.464,49.876,49.538,49.148,48.618,5.711048974,5.488248534,5.265448095,5.042647656
2010,Nigeria,South Africa,Group stage,1.0,3.0,0.0,3.0,5.0,0.5652173913043478,2010-06-11,2010-05-26,Nigeria,21.0,2202.25672957344,1820.48633854782,2154.10543545364,1815.52697545827,-0.3838717013678741,-0.4046417204554605,-0.3864913474207633,-0.4049115320187814,0.502,0.499,0.497,0.492,51.315,51.08,50.748,50.381,6.232831494,6.194740673,6.156649852,5.933849413
2014,Nigeria,Brazil,Round of 16,2.0,4.0,1.0,3.0,5.0,0.3478260869565217,2014-06-12,2014-06-05,Nigeria,44.0,3088.72131316169,2872.79083379398,2633.19734671361,2418.41316975875,-0.3356440578564585,-0.3473916430110078,-0.3604266017634447,-0.3721118229328481,0.524,0.517,0.512,0.508,51.94,51.827,51.688,51.49,6.563105983,6.347103957,6.309013136,6.270922315
2018,Nigeria,Russia,Group stage,1.0,3.0,1.0,3.0,4.0,0.4347826086956521,2018-06-14,2018-06-07,Nigeria,48.0,2057.87944554011,1876.34027111773,2070.4127339595,2585.73360671797,-0.3917264722345465,-0.401603016373467,-0.391044605212325,-0.3630088417926657,0.537,0.534,0.532,0.53,52.669,52.397,52.189,51.939,6.919020176,6.957065105,6.995110035,6.779108009
2022,Nigeria,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2022-11-20,2022-10-06,Nigeria,32.0,2139.37478476974,2017.27486481527,2019.65706326224,2265.15520863056,-0.3872927607913896,-0.3939355432796652,-0.393805941015118,-0.3804497424069213,0.557,0.554,0.547,0.544,54.079,53.455,53.072,53.009,7.585969925,7.585969925,7.388969898,7.191969872
1994,North Korea,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,North Korea,71.0,,,,,,,,,0.59032,0.58612,0.58236,0.5787599999999999,70.472,70.794,71.009,70.717,6.61319826056,6.52302099152,6.432863077720001,6.3427243872
1998,North Korea,France,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1998-06-10,1998-05-20,North Korea,170.0,,,,,,,,,0.60516,0.60236,0.5984,0.59384,60.887,60.869,60.82,60.766,6.92671972104,6.847311528120001,6.76792322768,6.703395017279999
2002,North Korea,Korea/Japan,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2002-05-31,2002-05-15,North Korea,126.0,,,,,,,,,0.62308,0.6176799999999999,0.61292,0.60944,60.877,60.893,60.911,60.91,7.27544928344,7.181119862719999,7.087141577280001,7.006147941840001
2006,North Korea,Germany,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2006-06-09,2006-05-17,North Korea,88.0,,,,,,,,,0.6436799999999999,0.63932,0.6339199999999999,0.6284000000000001,69.061,69.168,69.294,69.399,7.61789216124,7.53029647928,7.46500747864,7.37007578904
2010,North Korea,South Africa,Group stage,1.0,3.0,0.0,1.0,12.0,0.0,2010-06-11,2010-05-26,North Korea,105.0,,,,,,,,,0.6667600000000001,0.6604000000000001,0.6565599999999999,0.6505200000000001,70.246,69.702,69.303,69.021,8.0213245466,7.92064500056,7.8139635799999985,7.700194971439999
2014,North Korea,Brazil,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,North Korea,146.0,,,,,,,,,0.6858799999999999,0.68084,0.67612,0.6722,72.451,71.867,71.317,70.772,8.306936597759998,8.24614143248,8.171619826919999,8.101693402560002
2018,North Korea,Russia,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2018-06-14,2018-06-07,North Korea,108.0,,,,,,,,,0.7017599999999998,0.6978399999999999,0.6941200000000001,0.6901999999999999,73.02,73.034,72.971,72.825,8.631081997559999,8.528566700799999,8.4407745292,8.37699588344
2022,North Korea,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2022-11-20,2022-10-06,North Korea,112.0,,,,,,,,,0.7078,0.70292,0.7051999999999999,0.70624,73.641,73.437,72.783,72.928,8.90535190776,8.86960712,8.768102807759998,8.72224268068
1994,Norway,USA,Group stage,1.0,3.0,1.0,1.0,1.0,0.4090909090909091,1994-06-17,1994-06-14,Norway,6.0,29315.8092337732,27963.6979095744,30523.9850558974,28596.9330036444,1.0912269869605091,1.0176660752913114,1.1569571626801765,1.052116900446793,0.89,0.875,0.868,0.863,77.773,77.221,77.246,77.038,11.85857133,11.8214285,11.78428568,11.74714286
1998,Norway,France,Round of 16,2.0,4.0,1.0,5.0,5.0,0.6363636363636364,1998-06-10,1998-05-20,Norway,7.0,34803.4634058738,36629.0309036621,37321.9741993473,34875.7043347536,1.3897799512027098,1.4890989991594588,1.5267982178949182,1.3937101812755752,0.908,0.9,0.894,0.887,78.408,78.238,78.233,77.797,12.00714261,11.96999979,11.93285697,11.89571415
2002,Norway,Korea/Japan,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2002-05-31,2002-05-15,Norway,33.0,43170.557174499,38601.897639231,38178.2368777076,36393.2927471088,1.8449873254967224,1.596431785353139,1.5733827424981837,1.4762737876543688,0.923,0.923,0.924,0.913,78.96,78.896,78.692,78.386,12.1557139,12.11857108,12.08142826,12.04428543
2006,Norway,Germany,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2006-06-09,2006-05-17,Norway,40.0,74434.4996835671,67047.1704558264,57768.6980958462,50250.3298214345,3.545885818232301,3.1439820229844324,2.6391915715753838,2.230158665310644,0.942,0.939,0.937,0.93,80.44,80.169,79.965,79.529,12.36999989,12.27999973,12.22999954,12.19285672
2010,Norway,South Africa,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2010-06-11,2010-05-26,Norway,22.0,88163.2085931423,80347.5700665184,97503.5407803783,85502.2677087731,4.292789068989271,3.867583329634904,4.800944972049523,4.148021967457873,0.947,0.944,0.943,0.943,81.039,80.865,80.677,80.502,12.55000019,12.5,12.47999954,12.40999985
2014,Norway,Brazil,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,Norway,55.0,97666.6951838749,103553.840134417,102175.919298374,101221.813476644,4.809821302311135,5.130108354079751,5.05514328937447,5.003235659566743,0.956,0.953,0.95,0.949,82.087,81.668,81.446,81.245,12.71000004,12.67666658,12.64333312,12.60999966
2018,Norway,Russia,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2018-06-14,2018-06-07,Norway,53.0,82792.8427113304,76131.8384032764,70867.3609970749,74809.9658049898,4.000617113031925,3.6382286463697926,3.3518174977230264,3.5663128568188744,0.966,0.965,0.962,0.959,82.76,82.624,82.415,82.273,12.9749999,12.94999981,12.81999969,12.77000046
2022,Norway,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2022-11-20,2022-10-06,Norway,42.0,109269.520580298,93072.8925119571,68340.0181033702,76430.5889473338,5.441066968865376,4.559897862926505,3.214318725222359,3.654482013965507,0.967,0.969,0.969,0.967,82.631,83.166,83.195,82.955,13.11796218,13.11796218,13.0588479,13.0
1994,Panama,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,Panama,131.0,3508.19570069218,3358.41411740053,3139.89952899581,2820.54547665418,-0.3128227724960199,-0.3209715614463074,-0.3328597337057887,-0.3502340244280584,0.688,0.686,0.68,0.674,71.943,71.805,71.461,71.331,7.597999954,7.550999928,7.503999901,7.456999874
1998,Panama,France,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1998-06-10,1998-05-20,Panama,127.0,3807.83869182014,3545.97670881078,3308.18429574276,3513.89737854631,-0.2965208517827094,-0.3107673164464728,-0.3237042887062586,-0.3125125756849383,0.707,0.701,0.694,0.69,72.785,72.541,72.199,71.994,7.786000061,7.739000034,7.692000008,7.644999981
2002,Panama,Korea/Japan,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2002-05-31,2002-05-15,Panama,111.0,4090.58617397129,3991.7767076924,3975.09308659503,3950.34145012809,-0.2811381224268011,-0.2865137999253451,-0.2874214636331342,-0.2887680635108415,0.73,0.723,0.718,0.712,74.195,73.82,73.443,73.124,8.160000038,8.020000076,7.880000114,7.833000088
2006,Panama,Germany,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2006-06-09,2006-05-17,Panama,81.0,5528.76705469354,5017.7410922824,4644.56582353041,4264.66428846636,-0.2028946414073461,-0.2306967424687123,-0.2509991484100727,-0.2716674933633989,0.753,0.746,0.741,0.735,75.429,75.16,74.845,74.567,8.719999886,8.579999924,8.439999962,8.3
2010,Panama,South Africa,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2010-06-11,2010-05-26,Panama,74.0,8331.46421351868,7796.92617035048,7347.59050324397,6317.81730274124,-0.0504153636688691,-0.0794966272257896,-0.1039424999333702,-0.1599667740340071,0.775,0.77,0.767,0.763,76.417,76.228,75.937,75.675,9.279999733,9.139999771,8.999999809,8.859999847
2014,Panama,Brazil,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,Panama,31.0,13213.1989637473,12273.3225037637,11064.8063606203,9662.29592216607,0.2151728703227451,0.164039381522346,0.0982906908150556,0.0219878416103914,0.798,0.799,0.798,0.781,77.365,77.129,76.877,76.659,9.839999835,9.699999809,9.559999784,9.419999758
2018,Panama,Russia,Group stage,1.0,3.0,0.0,2.0,11.0,0.0,2018-06-14,2018-06-07,Panama,55.0,16151.3273478476,15694.6297454295,14832.3611608191,14082.6548502728,0.3750202132651878,0.3501738183051284,0.303262545503508,0.2624751645379535,0.82,0.815,0.81,0.803,78.266,77.901,77.772,77.583,10.39999994,10.25999991,10.11999989,9.97999986
2022,Panama,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2022-11-20,2022-10-06,Panama,60.0,17332.4360742988,15509.8069109784,13290.5608347594,16477.9066285687,0.4392778177562078,0.3401186283542828,0.2193817025825127,0.3927875887705667,0.835,0.819,0.808,0.824,79.324,77.004,76.33,78.514,10.83375095,10.83375095,10.68586611,10.53999996
1994,Paraguay,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,Paraguay,60.0,1760.28807083292,1661.70955306218,1682.67444777611,1685.26890082621,-0.4079167758260961,-0.4132798886914594,-0.4121393045246052,-0.4119981546590337,0.631,0.626,0.619,0.613,68.504,68.234,67.961,67.676,6.160908959,6.055454384,5.949999809,5.846381705
1998,Paraguay,France,Round of 16,2.0,4.0,1.0,3.0,2.0,0.0909090909090909,1998-06-10,1998-05-20,Paraguay,29.0,1889.88455618586,2078.50841313824,2088.17109102236,1978.71514099575,-0.4008661466056545,-0.3906041640072916,-0.3900784710546474,-0.3960333649509371,0.659,0.653,0.646,0.637,69.507,69.284,69.05,68.778,6.582727259,6.477272684,6.371818109,6.266363534
2002,Paraguay,Korea/Japan,Round of 16,2.0,4.0,1.0,6.0,7.0,0.0869565217391304,2002-05-31,2002-05-15,Paraguay,18.0,1367.76506935997,1637.68615122932,1736.11729210765,1766.30657288259,-0.4292717850791913,-0.4145868693435649,-0.4092317744411982,-0.4075893423598326,0.679,0.671,0.664,0.664,70.539,70.281,70.026,69.774,7.004545559,6.899090984,6.793636409,6.688181834
2006,Paraguay,Germany,Group stage,1.0,3.0,1.0,2.0,2.0,0.2608695652173913,2006-06-09,2006-05-17,Paraguay,33.0,2439.43124694576,1970.87169852378,1786.21533938543,1443.99885236205,-0.3709683454012726,-0.3964600833494424,-0.4065062162976898,-0.4251243258594797,0.684,0.683,0.681,0.673,71.584,71.317,71.054,70.795,7.070000172,7.349999905,7.230000019,7.110000134
2010,Paraguay,South Africa,Quarter-finals,3.0,5.0,2.0,3.0,2.0,0.3043478260869565,2010-06-11,2010-05-26,Paraguay,31.0,4750.96273669322,3941.84815479271,4384.9546943793,3211.93621659546,-0.2452106798195278,-0.2892301368155796,-0.2651231565431617,-0.3289406152732888,0.709,0.7,0.7,0.69,72.551,72.282,72.047,71.817,7.28000021,7.03000021,7.389999866,7.150000095
2014,Paraguay,Brazil,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,Paraguay,50.0,6652.25478942291,6435.68342733182,5642.1699167298,5805.40154543044,-0.1417718769302227,-0.1535543289752129,-0.1967250178208957,-0.1878444861623193,0.733,0.73,0.719,0.715,73.415,73.292,73.105,72.787,8.25,8.289999962,7.78000021,7.53000021
2018,Paraguay,Russia,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2018-06-14,2018-06-07,Paraguay,32.0,6258.44991640954,6152.26711537703,5775.1596339946,5879.33792308671,-0.1631966257361702,-0.1689734456678935,-0.1894897815873522,-0.1838220160826931,0.744,0.74,0.737,0.737,73.627,73.45,73.487,73.454,8.590000153,8.470000267,8.350000381,8.520000458
2022,Paraguay,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2022-11-20,2022-10-06,Paraguay,47.0,6205.6259537937,5976.9317978996,5365.47220721191,5821.18199548637,-0.1660704858824886,-0.1785124722041077,-0.2117786124507431,-0.186985959004171,0.747,0.723,0.742,0.747,72.319,68.108,72.72,73.668,8.930653385,8.930653385,8.859999657,8.81000042
1994,Peru,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,Peru,67.0,1879.36657757919,1487.67404314175,1567.40910765128,1527.38879472866,-0.4014383717481975,-0.4227481998751902,-0.4184102552604604,-0.4205875395204076,0.644,0.633,0.629,0.628,66.544,65.732,65.031,64.248,8.00909077,7.949999809,7.89134482,7.833122587
1998,Peru,France,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1998-06-10,1998-05-20,Peru,37.0,2156.39377651613,2300.67200774461,2226.91682429265,2189.53431515311,-0.3863668514182861,-0.3785174694678204,-0.3825300817712267,-0.3845638576915757,0.671,0.663,0.658,0.654,68.724,68.324,67.85,67.22,8.245454615,8.186363654,8.127272693,8.068181731
2002,Peru,Korea/Japan,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2002-05-31,2002-05-15,Peru,47.0,2007.37019626753,1929.57273038846,1945.41338451698,1916.53397367908,-0.3944744016082017,-0.3987069321796092,-0.3978451296502791,-0.3994162989406214,0.69,0.69,0.682,0.68,70.815,70.315,69.821,69.302,8.481818459,8.422727498,8.363636537,8.304545576
2006,Peru,Germany,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2006-06-09,2006-05-17,Peru,66.0,3129.55996496982,2706.66947297608,2397.25147277714,2129.44114197634,-0.3334222522960864,-0.3564293890388605,-0.3732631140244725,-0.3878331954486554,0.697,0.691,0.694,0.689,72.337,71.988,71.447,71.278,7.929999828,7.920000076,8.600000381,8.54090942
2010,Peru,South Africa,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2010-06-11,2010-05-26,Peru,53.0,5072.11494019615,4181.18755462253,4197.58444634142,3581.0893081917,-0.2277385616207944,-0.2762090015475403,-0.2753169372021009,-0.308857033783123,0.731,0.717,0.714,0.708,72.886,72.631,72.743,72.746,8.869999886,8.220000267,8.18999958,8.18999958
2014,Peru,Brazil,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,Peru,45.0,6667.13410360861,6746.80025696601,6519.37852981527,5861.35793645245,-0.1409623755992867,-0.1366281800598617,-0.1490009405590796,-0.184800207881656,0.763,0.757,0.748,0.738,75.26,74.591,73.979,73.327,9.149999619,9.140000343,9.079999924,8.890000343
2018,Peru,Russia,Group stage,1.0,3.0,1.0,2.0,2.0,0.0434782608695652,2018-06-14,2018-06-07,Peru,11.0,6978.49121548627,6736.16693725487,6217.03599995447,6231.71150338894,-0.1240231542537507,-0.1372066802750603,-0.1654497282697446,-0.1646513151564724,0.78,0.775,0.775,0.768,76.018,75.958,75.951,75.732,9.760000229,9.53666687,9.313333511,9.090000153
2022,Peru,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2022-11-20,2022-10-06,Peru,23.0,7350.63034300417,6826.20255614477,6133.32552410183,7037.00803692604,-0.1037771190360383,-0.1323083393694651,-0.1700039530660138,-0.1208395770910908,0.79,0.764,0.769,0.784,76.834,71.596,73.832,76.275,10.15465159,10.15465159,10.02135916,9.889816364
1994,Poland,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,Poland,32.0,2874.83163555069,2497.13055936127,2459.02068468253,2235.54108862522,-0.3472806142554068,-0.3678292443908689,-0.3699025922541658,-0.3820608831664773,0.747,0.737,0.724,0.72,71.683,71.344,70.9,70.653,10.41850718,10.23076689,10.04302659,9.855286304
