world_cup_year,team,host_country,max_stage,max_stage_numeric,matches_played,matches_won,goals_for,goals_against,Big5_flag,start_date,rank_date,clean_country,rank,gdp_per_capita_tminus0,gdp_per_capita_tminus1,gdp_per_capita_tminus2,gdp_per_capita_tminus3,norm_gdp_per_capita_tminus0,norm_gdp_per_capita_tminus1,norm_gdp_per_capita_tminus2,norm_gdp_per_capita_tminus3,hdi_tminus0,hdi_tminus1,hdi_tminus2,hdi_tminus3,life_expectancy_tminus0,life_expectancy_tminus1,life_expectancy_tminus2,life_expectancy_tminus3,mean_school_years_tminus0,mean_school_years_tminus1,mean_school_years_tminus2,mean_school_years_tminus3
1994,Brazil,USA,Winner,7.0,7.0,6.0,11.0,3.0,0.4545454545454545,1994-06-17,1994-06-14,Brazil,3.0,3298.71250747787,2348.88247685352,2127.31642731638,2257.6092968885,-0.3242195964086889,-0.3758946040304996,-0.3879487894420096,-0.3808602738011837,0.659,0.654,0.648,0.645,67.293,66.892,66.539,66.203,4.268822466,4.122879818,3.976937169,3.830994521
1998,Brazil,France,Runners-up,6.0,7.0,5.0,14.0,10.0,0.4090909090909091,1998-06-10,1998-05-20,Brazil,1.0,5105.89099544117,5299.39630404412,5179.13052002464,4756.74840785403,-0.2259009929443505,-0.2153734375138853,-0.2219164347928454,-0.2448959133963862,0.68,0.676,0.671,0.666,68.848,68.505,68.108,67.701,4.92921295,4.757730339,4.586247727,4.414765115
2002,Brazil,Korea/Japan,Winner,7.0,7.0,7.0,18.0,4.0,0.391304347826087,2002-05-31,2002-05-15,Brazil,2.0,2855.94018885769,3176.28935747524,3766.54811466032,3493.57162513699,-0.3483083935636754,-0.3308799640592185,-0.2987672441062287,-0.3136183877023317,0.7,0.694,0.69,0.684,70.396,69.98,69.584,69.211,5.626089097,5.449133635,5.272178174,5.100695562
2006,Brazil,Germany,Quarter-finals,3.0,5.0,4.0,10.0,2.0,0.6521739130434783,2006-06-09,2006-05-17,Brazil,1.0,5934.14470924968,4827.78173074714,3663.823188064,3090.6070097455,-0.180840281455039,-0.2410313824976409,-0.3043559401820155,-0.3355414675169251,0.725,0.718,0.712,0.705,72.296,71.832,71.361,70.884,6.320000172,6.150000095,5.980000019,5.803044558
2010,Brazil,South Africa,Quarter-finals,3.0,5.0,3.0,9.0,4.0,0.6956521739130435,2010-06-11,2010-05-26,Brazil,1.0,11403.2821278747,8678.6592244676,8908.33176538648,7409.69130673473,0.1167052884680401,-0.0315264001084659,-0.0190311852596551,-0.1005639380957368,0.748,0.742,0.739,0.732,73.779,73.457,73.111,72.73,6.880000114,6.769999981,6.670000076,6.5
2014,Brazil,Brazil,Fourth place,4.0,7.0,4.0,11.0,14.0,0.6956521739130435,2014-06-12,2014-06-05,Brazil,3.0,12274.9939689363,12458.8912138813,12521.7213519966,13396.6243562986,0.1641303167136421,0.1741351504499647,0.1775533913576074,0.225152033175589,0.765,0.762,0.758,0.753,74.823,74.609,74.335,74.047,7.380000114,7.289999962,7.21999979,7.010000229
2018,Brazil,Russia,Quarter-finals,3.0,5.0,3.0,8.0,3.0,0.7391304347826086,2018-06-14,2018-06-07,Brazil,2.0,9300.66164923219,10080.5092819305,8836.28652735657,8936.19661712113,0.002313317529612,0.0447405214126549,-0.0229507688738556,-0.0175152125283843,0.774,0.77,0.765,0.764,75.633,75.383,75.081,75.106,7.980000019,7.849999905,7.730000019,7.510000229
2022,Brazil,Qatar,Quarter-finals,3.0,5.0,3.0,8.0,3.0,0.8461538461538461,2022-11-20,2022-10-06,Brazil,1.0,9281.33334441234,7972.5366498646,7074.19378337644,9029.83326681073,0.0012617711827083,-0.0699426306424251,-0.1188165059422622,-0.0124209594195303,0.78,0.768,0.77,0.776,74.872,73.038,74.506,75.809,8.425371752,8.425371752,8.274219016,8.125777988
1994,Bulgaria,USA,Fourth place,4.0,7.0,4.0,10.0,11.0,0.1818181818181818,1994-06-17,1994-06-14,Bulgaria,29.0,1149.89464008734,1278.52511370319,1007.34454544881,883.736578319325,-0.441124912196924,-0.4341268383414081,-0.4488802757771782,-0.4556051027857895,0.713,0.711,0.709,0.706,70.861,71.185,71.178,71.194,7.963333236,7.666666561,7.369999886,7.084812921
1998,Bulgaria,France,Group stage,1.0,3.0,0.0,1.0,7.0,0.2272727272727272,1998-06-10,1998-05-20,Bulgaria,35.0,1820.44866449942,1361.40938439884,1470.19259250682,2259.25922555221,-0.4046437700924223,-0.4296175628059624,-0.4236992690830215,-0.3807705102924256,0.723,0.713,0.718,0.709,70.873,70.314,70.836,70.962,9.149999936,8.853333261,8.556666586,8.259999911
2002,Bulgaria,Korea/Japan,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2002-05-31,2002-05-15,Bulgaria,54.0,2092.98288625558,1770.90704918691,1621.26210738992,1660.9089125393,-0.3898166878436156,-0.4073390558449564,-0.4154804108859649,-0.4133234471216923,0.753,0.742,0.733,0.728,72.128,71.879,71.575,71.561,10.11599998,10.03999996,9.743333287,9.446666612
2006,Bulgaria,Germany,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2006-06-09,2006-05-17,Bulgaria,37.0,4523.1465578805,3899.82596332878,3389.68743360274,2719.49436859287,-0.2576049002557682,-0.2915163322338865,-0.3192701529826834,-0.3557316572790941,0.779,0.775,0.769,0.762,72.69,72.559,72.575,72.373,10.42000008,10.34400005,10.26800003,10.19200001
2010,Bulgaria,South Africa,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2010-06-11,2010-05-26,Bulgaria,39.0,6853.94805511171,6988.27316296465,7271.30338858025,5888.57081403932,-0.1307988599632969,-0.1234909725010122,-0.1080928606343289,-0.1833197054639882,0.799,0.793,0.791,0.785,73.814,73.681,73.338,73.008,10.72000027,10.64000034,10.59000015,10.53999996
2014,Bulgaria,Brazil,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,Bulgaria,78.0,8069.60005667684,7795.98092108928,7431.95789508871,7849.58061302818,-0.0646619465988553,-0.079548053019039,-0.0993525359650342,-0.0766319897233263,0.819,0.815,0.807,0.803,74.466,74.828,74.337,74.169,11.05000019,11.01000023,10.89999962,10.77999973
2018,Bulgaria,Russia,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2018-06-14,2018-06-07,Bulgaria,49.0,9872.38507789106,8696.68930427924,7822.49923292968,7268.65445473873,0.0334176325975351,-0.0305454830163037,-0.0781053380886957,-0.1082369744989539,0.832,0.829,0.827,0.824,74.933,74.798,74.827,74.621,11.29666646,11.23999977,11.22999954,11.18999958
2022,Bulgaria,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2022-11-20,2022-10-06,Bulgaria,72.0,13999.6719197289,12972.2173356002,10769.9475699414,10372.8044341114,0.2579605214649002,0.2020623904792807,0.0822490520329312,0.0606426867788498,0.835,0.817,0.826,0.835,74.034,71.414,73.599,75.087,11.45453092,11.45453092,11.40999985,11.35333316
1994,Cameroon,USA,Group stage,1.0,3.0,0.0,3.0,11.0,0.1818181818181818,1994-06-17,1994-06-14,Cameroon,24.0,700.70950185009,1309.93629975506,1005.44897647465,1014.82897292999,-0.4655625954598509,-0.4324179291404919,-0.4489834032189617,-0.4484730894020742,0.434,0.436,0.442,0.445,53.537,53.872,54.053,54.168,2.472442647,2.388672792,2.304902936,2.221133081
1998,Cameroon,France,Group stage,1.0,3.0,0.0,2.0,5.0,0.3181818181818182,1998-06-10,1998-05-20,Cameroon,49.0,798.745621406677,783.251601945462,826.965322327363,832.006674487689,-0.4602289914865491,-0.4610719355375226,-0.4586937133703127,-0.4584194412343413,0.433,0.432,0.432,0.433,53.043,53.105,53.2,53.347,2.811217798,2.726216033,2.641214268,2.556212503
2002,Cameroon,Korea/Japan,Group stage,1.0,3.0,1.0,2.0,3.0,0.5652173913043478,2002-05-31,2002-05-15,Cameroon,17.0,789.623811072554,715.470296470585,708.565731625965,796.262649784591,-0.4607252588221172,-0.4647595421240696,-0.4651351813747432,-0.4603640762631503,0.458,0.458,0.439,0.434,53.922,53.598,53.338,53.166,3.136441943,3.058831636,2.981221328,2.896219563
2006,Cameroon,Germany,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2006-06-09,2006-05-17,Cameroon,15.0,1191.45458990968,1142.62466252106,1133.39326749673,988.241276791846,-0.4388638647941378,-0.4415204315362114,-0.4420226607697182,-0.4499195791489628,0.473,0.472,0.47,0.465,55.301,54.904,54.578,54.253,3.429636437,3.369272865,3.291662558,3.21405225
2010,Cameroon,South Africa,Group stage,1.0,3.0,0.0,2.0,5.0,0.6521739130434783,2010-06-11,2010-05-26,Cameroon,19.0,1398.58702025047,1461.38999232337,1492.14269801453,1325.67248215933,-0.4275949329100314,-0.4241781699567626,-0.4225050850365718,-0.4315618103408532,0.529,0.516,0.501,0.485,56.965,56.486,56.116,55.71,5.199999809,4.629999876,4.059999943,3.49000001
2014,Cameroon,Brazil,Group stage,1.0,3.0,0.0,1.0,9.0,0.4782608695652174,2014-06-12,2014-06-05,Cameroon,56.0,1649.4433905949,1575.92882118897,1449.09874362279,1513.96056994878,-0.4139472228655225,-0.4179467446871988,-0.4248468689342697,-0.4213180950887461,0.566,0.558,0.549,0.538,59.13,58.73,58.17,57.482,5.809854984,5.657391191,5.504927397,5.352463603
2018,Cameroon,Russia,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2018-06-14,2018-06-07,Cameroon,49.0,1610.69641591017,1496.08951771242,1441.7201725688,1415.00009710569,-0.4160552318224928,-0.4222903603685842,-0.4252482962456407,-0.4267019880206881,0.582,0.581,0.579,0.575,61.189,60.817,60.293,59.687,6.419710159,6.267246366,6.114782572,5.962318778
2022,Cameroon,Qatar,Group stage,1.0,3.0,1.0,4.0,4.0,0.3846153846153846,2022-11-20,2022-10-06,Cameroon,43.0,1604.87726954895,1672.32657340872,1555.60370660749,1555.22660476477,-0.4163718194464604,-0.4127022752346941,-0.4190525219494967,-0.4190730379786477,0.581,0.574,0.579,0.582,62.443,61.146,61.674,61.695,6.574180412,6.574180412,6.537401781,6.47855597
1994,Canada,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,Canada,54.0,19997.6237373354,20186.7988782965,20950.3305287651,21846.7930471354,0.5842759630669458,0.5945679379843909,0.6361074793605709,0.6848790553013763,0.877,0.871,0.873,0.868,77.901,77.725,77.853,77.594,11.44200001,11.26800003,11.09400005,10.92000008
1998,Canada,France,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1998-06-10,1998-05-20,Canada,77.0,21024.5850687045,21901.5628548392,21296.9723536904,20679.634792669,0.6401472588933367,0.6878587781352381,0.6549663471237629,0.6213804189656046,0.883,0.884,0.884,0.881,78.674,78.465,78.272,78.021,12.13799992,11.96399994,11.78999996,11.61599998
2002,Canada,Korea/Japan,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2002-05-31,2002-05-15,Canada,75.0,24256.0192337185,23822.096210932,24271.0020563821,22315.2466731545,0.8159517499312906,0.7923443941025511,0.8167668825870026,0.71036503059644,0.899,0.897,0.894,0.888,79.566,79.449,79.233,78.885,12.79199982,12.65999985,12.48599987,12.31199989
2006,Canada,Germany,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2006-06-09,2006-05-17,Canada,83.0,40504.0370977806,36383.6600068095,32145.5412620217,28301.8645937428,1.6999166909142809,1.4757497234404189,1.2451770826753232,1.0360638574401426,0.913,0.909,0.906,0.902,80.54,80.131,80.029,79.736,13.31999969,13.18799973,13.05599976,12.92399979
2010,Canada,South Africa,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2010-06-11,2010-05-26,Canada,63.0,47560.6666009406,40874.8831932903,46710.2526864484,44660.0838892281,2.0838289400567844,1.7200923793997096,2.037562614402507,1.926024249846147,0.918,0.915,0.916,0.914,81.336,81.065,80.73,80.542,13.51200027,13.46400013,13.41599998,13.36799984
2014,Canada,Brazil,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,Canada,110.0,50960.8431174661,52638.1187235237,52670.3447335415,52223.8588398531,2.268813770754821,2.3600650756540054,2.361818314927979,2.33752748265748,0.932,0.93,0.927,0.921,81.837,81.785,81.704,81.513,13.66199989,13.62800007,13.59400024,13.56000042
2018,Canada,Russia,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2018-06-14,2018-06-07,Canada,79.0,46539.1761570405,45129.628116623,42314.0615817218,43594.1941045394,2.0282552850108946,1.9515695587404756,1.7983901293060354,1.8680350718122691,0.935,0.935,0.933,0.932,81.925,81.919,82.03,81.908,13.78599968,13.75799961,13.72999954,13.69599972
2022,Canada,Qatar,Group stage,1.0,3.0,0.0,2.0,7.0,0.1153846153846153,2022-11-20,2022-10-06,Canada,41.0,56256.8007264015,52886.6616372703,43537.839298904,46352.8693445211,2.556937583419108,2.373586923298431,1.8649691179922785,2.018119360006916,0.935,0.937,0.931,0.937,81.249,81.976,81.654,82.285,13.86999989,13.86999989,13.84199982,13.81399975
1994,Chile,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,Chile,40.0,4012.10159912285,3540.91377313015,3351.84108855522,2798.34262413795,-0.2854080348034626,-0.3110427628226137,-0.3213291636537849,-0.351441959043737,0.73,0.725,0.73,0.723,74.973,74.679,74.367,74.082,8.70260815,8.623151372,8.543694594,8.464237816
1998,Chile,France,Round of 16,2.0,4.0,0.0,5.0,8.0,0.0454545454545454,1998-06-10,1998-05-20,Chile,9.0,5419.82417297191,5741.95842989596,5333.50438729711,5081.4682771561,-0.2088216220899917,-0.1912960757868763,-0.2135178050267707,-0.2272296981998547,0.759,0.752,0.745,0.739,76.324,75.826,75.555,75.298,9.001616551,8.928432676,8.855248802,8.782064928
2002,Chile,Korea/Japan,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2002-05-31,2002-05-15,Chile,45.0,4430.84741157984,4563.5952986689,5052.99245766325,4933.55581516755,-0.2626263871900548,-0.2554043076011442,-0.2287789103134821,-0.2352767985801143,0.784,0.778,0.771,0.766,77.84,77.58,77.128,76.738,9.423992054,9.285988177,9.1479843,9.074800425
2006,Chile,Germany,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2006-06-09,2006-05-17,Chile,64.0,9318.65655296121,7480.32330998636,6120.59152055344,4773.40177520754,0.0032923208853383,-0.0967212407828581,-0.1706967398901855,-0.243989895627759,0.804,0.804,0.797,0.789,78.533,78.459,78.276,77.884,9.773333549,9.736666679,9.699999809,9.561995932
2010,Chile,South Africa,Round of 16,2.0,4.0,2.0,3.0,5.0,0.1739130434782608,2010-06-11,2010-05-26,Chile,18.0,12632.8704724192,10098.8017167286,10683.2188772511,10346.4138184533,0.1836004013065557,0.0457357117910765,0.0775306227231577,0.05920691909273,0.823,0.819,0.82,0.812,79.095,78.89,78.752,78.652,9.850000381,9.980000019,10.10999966,9.81000042
2014,Chile,Brazil,Round of 16,2.0,4.0,2.0,6.0,4.0,0.4347826086956521,2014-06-12,2014-06-05,Chile,14.0,14529.6767206336,15683.5486369155,15241.9069981119,14487.3927832032,0.2867951563398828,0.349570956373565,0.3255436732645191,0.2844947207687314,0.849,0.845,0.832,0.823,79.714,79.551,79.221,79.236,10.13500023,10.01000023,9.775000095,9.539999962
2018,Chile,Russia,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2018-06-14,2018-06-07,Chile,9.0,15659.4808675628,14879.9086227187,13649.8520452803,13433.9202987032,0.3482615619296735,0.3058493403792654,0.2389287535742706,0.2271810994778551,0.866,0.862,0.859,0.855,80.559,80.61,80.295,80.008,10.76107344,10.59000015,10.42500019,10.26000023
2022,Chile,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2022-11-20,2022-10-06,Chile,29.0,15405.6165774073,16206.8325493421,13114.815470545,14495.716721687,0.3344502075760237,0.3780399448148347,0.2098203676673517,0.2849475803022535,0.869,0.865,0.856,0.867,79.176,78.876,79.349,80.324,11.29105394,11.29105394,11.11155533,10.93491029
1994,China,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,China,59.0,475.677874448369,378.939353053314,367.822651903542,334.130288119078,-0.4778053238283029,-0.4830683326501299,-0.4836731309804862,-0.4855061464666511,0.532,0.522,0.511,0.499,69.835,69.492,69.059,68.61,4.931999874,4.733999872,4.53599987,4.337999868
1998,China,France,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1998-06-10,1998-05-20,China,51.0,835.095348597432,786.743548510999,713.337387811657,612.680277898627,-0.4582514035296824,-0.4608819580051524,-0.4648755819076658,-0.4703517794948553,0.576,0.566,0.555,0.543,71.601,71.227,70.823,70.363,5.723999882,5.52599988,5.327999878,5.129999876
2002,China,Korea/Japan,Group stage,1.0,3.0,0.0,0.0,9.0,0.0,2002-05-31,2002-05-15,China,50.0,1163.55957673426,1065.40597574519,969.199513696287,881.146614068925,-0.440381478442869,-0.4457214739322561,-0.4509555363427451,-0.4557460084405535,0.619,0.608,0.598,0.587,73.034,72.675,72.288,71.952,6.307999897,6.213999891,6.119999886,5.921999884
2006,China,Germany,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2006-06-09,2006-05-17,China,68.0,2129.25696999613,1777.64496828464,1530.92726215723,1306.97245408557,-0.3878432152292207,-0.4069724828692615,-0.4203950310447379,-0.4325791756189382,0.666,0.654,0.642,0.63,74.404,74.085,73.727,73.385,6.68399992,6.589999914,6.495999908,6.401999903
2010,China,South Africa,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2010-06-11,2010-05-26,China,84.0,4629.24551710077,3898.24459158811,3523.44302065213,2734.72709877693,-0.2518326416941288,-0.2916023659389888,-0.3119932500027959,-0.354902928535021,0.71,0.7,0.689,0.68,75.668,75.317,74.833,74.789,7.059999943,6.965999937,6.871999931,6.777999926
2014,China,Brazil,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,China,103.0,7781.06597484974,7147.03518622344,6405.0574241349,5703.76027973346,-0.0803594928932874,-0.1148536073962688,-0.155220520712261,-0.1933742262318445,0.742,0.733,0.725,0.717,76.714,76.452,76.2,75.889,7.438260078,7.343695045,7.249130011,7.154564977
2018,China,Russia,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2018-06-14,2018-06-07,China,75.0,10085.6638148819,8979.67652709856,8254.86859320357,8175.33285077393,0.0450209510905578,-0.0151497106943325,-0.0545825084589522,-0.0589096090598422,0.774,0.765,0.758,0.75,77.709,77.235,77.214,76.975,7.816520214,7.72195518,7.627390146,7.532825112
2022,China,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2022-11-20,2022-10-06,China,79.0,12970.6056414327,12887.4357242941,10627.4637989619,10342.9009524335,0.2019747070983553,0.1974498911171029,0.0744972967567686,0.059015803448357,0.796,0.794,0.786,0.781,78.202,78.117,78.019,77.94,8.036181597,8.036181597,7.949999809,7.883260012
1994,Colombia,USA,Group stage,1.0,3.0,1.0,4.0,5.0,0.1363636363636363,1994-06-17,1994-06-14,Colombia,17.0,2325.97557339326,1930.05976548029,1729.66397332384,1499.71104164399,-0.3771408421707308,-0.3986804352893542,-0.4095828638851908,-0.4220933332471703,0.65,0.645,0.639,0.63,69.422,69.083,68.764,68.772,6.551818197,6.5,6.448591632,6.397589851
1998,Colombia,France,Group stage,1.0,3.0,1.0,1.0,3.0,0.1363636363636363,1998-06-10,1998-05-20,Colombia,10.0,2605.99938059023,2873.20018821653,2664.45625558215,2583.34991436018,-0.3619062929307155,-0.3473693722970661,-0.3587259771232978,-0.3631385253326521,0.676,0.67,0.663,0.655,70.924,70.632,70.209,69.81,6.759090987,6.70727279,6.655454592,6.603636395
2002,Colombia,Korea/Japan,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2002-05-31,2002-05-15,Colombia,4.0,2428.92969771584,2472.99084035833,2555.00751039968,2243.64204956242,-0.3715396767121391,-0.3691425532179707,-0.3646804790437982,-0.3816201546101285,0.684,0.681,0.679,0.673,71.537,71.185,70.905,70.913,6.966363777,6.914545579,6.862727382,6.810909185
2006,Colombia,Germany,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2006-06-09,2006-05-17,Colombia,27.0,3789.85361217027,3456.06610874512,2818.57195413044,2311.94218760291,-0.2974993206645313,-0.3156588557681138,-0.3503413928920657,-0.3779043212083429,0.712,0.711,0.699,0.691,73.497,73.156,72.76,72.309,6.800000191,7.28000021,7.070000172,7.018181974
2010,Colombia,South Africa,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2010-06-11,2010-05-26,Colombia,35.0,6398.2958447102,5250.97292433518,5541.83629665898,4769.926147194,-0.1555883809157094,-0.2180078862413997,-0.2021836161118714,-0.2441789853578154,0.741,0.736,0.731,0.724,74.876,74.531,74.206,73.751,7.389999866,7.25,7.320000172,7.190000057
2014,Colombia,Brazil,Quarter-finals,3.0,5.0,4.0,12.0,4.0,0.5652173913043478,2014-06-12,2014-06-05,Colombia,8.0,8187.20824890084,8279.10255642981,8108.59838244229,7400.9940695669,-0.0582635342159917,-0.053264072324016,-0.0625402630173804,-0.1010371067495441,0.763,0.76,0.748,0.747,75.95,75.834,75.611,75.18,7.989999771,7.829999924,7.630000114,7.519999981
2018,Colombia,Russia,Round of 16,2.0,4.0,2.0,6.0,3.0,0.5217391304347826,2018-06-14,2018-06-07,Colombia,16.0,6816.96818309544,6479.53231292429,5959.84250367574,6248.51490534512,-0.1328107306208694,-0.1511687532151905,-0.1794422063468457,-0.1637371348335075,0.775,0.774,0.772,0.767,76.579,76.418,76.228,76.067,8.5,8.360000134,8.220000267,8.050000191
2022,Colombia,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2022-11-20,2022-10-06,Colombia,17.0,6680.44506854481,6222.62164397614,5339.68711357943,6472.54544924705,-0.1402381994916102,-0.1651458442188236,-0.2131814370267482,-0.1515488698909463,0.782,0.762,0.764,0.777,76.508,72.698,74.757,76.793,9.031581597,9.031581597,8.859999657,8.640000343
1994,Costa Rica,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,Costa Rica,51.0,3039.56328550633,2840.38706479397,2612.38756453737,2253.38191508071,-0.3383184747224889,-0.349154553169734,-0.3615587471135539,-0.3810902623044891,0.701,0.696,0.691,0.682,76.329,76.315,76.385,76.237,7.173134533,7.08195062,6.990766706,6.899582793
1998,Costa Rica,France,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1998-06-10,1998-05-20,Costa Rica,58.0,3617.45756666726,3407.776128985,3226.96395598625,3275.25256447416,-0.3068784376413679,-0.3182860469409608,-0.3281230389464514,-0.325495922376954,0.714,0.712,0.707,0.706,76.869,76.603,76.428,76.44,7.440607346,7.38184438,7.323081413,7.264318447
2002,Costa Rica,Korea/Japan,Group stage,1.0,3.0,1.0,5.0,6.0,0.0434782608695652,2002-05-31,2002-05-15,Costa Rica,29.0,4067.71851429092,3985.12984506207,3812.75388284924,3690.96154778297,-0.2823822255296471,-0.2868754190214034,-0.2962534433773082,-0.3028794918701008,0.73,0.726,0.72,0.717,77.939,77.609,77.317,77.058,7.75671158,7.65742243,7.558133279,7.499370313
2006,Costa Rica,Germany,Group stage,1.0,3.0,0.0,3.0,9.0,0.0,2006-06-09,2006-05-17,Costa Rica,26.0,5256.59640859159,4703.00721784778,4431.0117207843,4173.14856415514,-0.2177019435122358,-0.247819674820683,-0.2626174480334488,-0.2766463586327874,0.755,0.748,0.741,0.736,79.049,78.877,78.512,78.214,8.03228963,8.054579031,7.955289881,7.85600073
2010,Costa Rica,South Africa,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2010-06-11,2010-05-26,Costa Rica,40.0,8265.78820275899,6832.69829924138,6937.24261596055,6137.71199925542,-0.0539884327940328,-0.1319549418528526,-0.1262672628059719,-0.1697653091721735,0.776,0.773,0.769,0.76,79.354,79.372,79.18,79.098,8.229999542,8.359999657,8.289999962,8.010000229
2014,Costa Rica,Brazil,Quarter-finals,3.0,5.0,2.0,5.0,2.0,0.0869565217391304,2014-06-12,2014-06-05,Costa Rica,28.0,10911.4978783227,10803.2401961972,10126.999102414,9276.39107510528,0.0899500227630998,0.0840603200072525,0.0472697758585712,0.0009928895977121,0.802,0.795,0.789,0.783,80.231,80.189,79.925,79.624,8.75,8.579999924,8.409999847,8.350000381
2018,Costa Rica,Russia,Group stage,1.0,3.0,0.0,2.0,5.0,0.217391304347826,2018-06-14,2018-06-07,Costa Rica,23.0,12590.2493781628,12317.0902771322,12091.0301606335,11714.7105980803,0.1812816228940627,0.1664205444141112,0.1541218616325412,0.133648392026205,0.813,0.809,0.805,0.803,80.09,79.994,79.988,80.407,8.720000267,8.640000343,8.56000042,8.579999924
2022,Costa Rica,Qatar,Group stage,1.0,3.0,1.0,3.0,11.0,0.0384615384615384,2022-11-20,2022-10-06,Costa Rica,31.0,13625.9008491478,12838.1185359009,12394.0493969354,12884.6859951947,0.2376257012356486,0.1947668151941088,0.170607465204333,0.1973002935390226,0.823,0.817,0.819,0.821,79.316,78.05,79.725,80.296,8.844752499,8.844752499,8.800000191,8.760000229
1994,Croatia,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,Croatia,91.0,3237.92646315285,2447.50319141761,2321.15204123035,4000.91677428625,-0.3275266294593605,-0.3705291954705935,-0.3774032639233033,-0.2860165393674844,0.713,0.713,0.713,0.713,72.614,72.305,71.721,70.575,7.781000185,7.474000168,7.167000151,6.860000134
