iso3,country,hdicode,region,hdi_rank_2023,year,hdi,norm_hdi
HND,Honduras,Medium,LAC,139.0,2007,0.587,-0.5263977022760458
ISL,Iceland,Very High,Developed,1.0,2007,0.941,1.6102536975296893
IRN,Iran,High,SA,75.0,2007,0.761,0.5238207823742311
IRL,Republic of Ireland,Very High,Developed,11.0,2007,0.911,1.4291815450037801
ITA,Italy,Very High,Developed,29.0,2007,0.885,1.2722523461479915
JAM,Jamaica,High,LAC,117.0,2007,0.704,0.1797836925750023
JPN,Japan,Very High,Developed,23.0,2007,0.905,1.392967114498598
PRK,North Korea,Other Countries or Territories,EAP,,2007,0.6505200000000001,-0.14300759799451868
KOR,South Korea,Very High,Developed,20.0,2007,0.876,1.2179307003902184
MEX,Mexico,High,LAC,81.0,2007,0.747,0.43932044452880653
MAR,Morocco,High,AS,120.0,2007,0.586,-0.5324334406935761
NLD,Netherlands,Very High,Developed,8.0,2007,0.92,1.483503190761553
NZL,New Zealand,Very High,Developed,17.0,2007,0.921,1.4895389291790835
NGA,Nigeria,Medium,SSA,164.0,2007,0.492,-1.0997928519414264
NOR,Norway,Very High,Developed,2.0,2007,0.943,1.62232517436475
PAN,Panama,Very High,LAC,59.0,2007,0.763,0.5358922592092918
PRY,Paraguay,High,LAC,99.0,2007,0.69,0.09528335472957765
PER,Peru,High,LAC,79.0,2007,0.708,0.2039266462451236
POL,Poland,Very High,Developed,35.0,2007,0.836,0.9765011636890053
PRT,Portugal,Very High,Developed,40.0,2007,0.821,0.8859650874260503
QAT,Qatar,Very High,AS,43.0,2007,0.831,0.9463224716013536
ROU,Romania,Very High,Developed,55.0,2007,0.792,0.7109286733176714
RUS,Russia,Very High,Developed,64.0,2007,0.802,0.7712860574929747
SAU,Saudi Arabia,Very High,AS,37.0,2007,0.786,0.6747142428124894
SEN,Senegal,Low,SSA,169.0,2007,0.45,-1.3532938654777
SRB,Serbia,Very High,ECA,62.0,2007,0.763,0.5358922592092918
SVK,Slovakia,Very High,Developed,44.0,2007,0.834,0.9644296868539446
SVN,Slovenia,Very High,Developed,21.0,2007,0.888,1.2903595614005825
ZAF,South Africa,High,SSA,106.0,2007,0.632,-0.25478947348718084
ESP,Spain,Very High,Developed,28.0,2007,0.864,1.1455018393798546
SWE,Sweden,Very High,Developed,5.0,2007,0.917,1.465395975508962
CHE,Switzerland,Very High,Developed,2.0,2007,0.926,1.5197176212667352
TGO,Togo,Medium,SSA,161.0,2007,0.458,-1.3050079581374574
TTO,Trinidad and Tobago,Very High,LAC,72.0,2007,0.774,0.6022853818021254
TUN,Tunisia,High,AS,105.0,2007,0.703,0.17374795415747196
TUR,Turkey,Very High,ECA,51.0,2007,0.719,0.2703197688379572
UKR,Ukraine,High,ECA,87.0,2007,0.77,0.5781424281320041
USA,United States,Very High,Developed,17.0,2007,0.914,1.447288760256371
URY,Uruguay,Very High,LAC,48.0,2007,0.78,0.6384998123073075
DZA,Algeria,High,AS,96.0,2008,0.711,0.2220338614977146
AGO,Angola,Medium,SSA,148.0,2008,0.504,-1.0273639909310626
ARG,Argentina,Very High,LAC,47.0,2008,0.833,0.9583939484364142
AUS,Australia,Very High,Developed,7.0,2008,0.924,1.5076461444316744
AUT,Austria,Very High,Developed,22.0,2008,0.907,1.4050385913336587
BEL,Belgium,Very High,Developed,10.0,2008,0.917,1.465395975508962
BOL,Bolivia,High,LAC,108.0,2008,0.668,-0.037502890456088955
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2008,0.719,0.2703197688379572
BRA,Brazil,High,LAC,84.0,2008,0.739,0.39103453718856385
BGR,Bulgaria,Very High,Developed,55.0,2008,0.791,0.704892934900141
CMR,Cameroon,Medium,SSA,155.0,2008,0.501,-1.0454712061836535
CAN,Canada,Very High,Developed,16.0,2008,0.916,1.4593602370914318
CHL,Chile,Very High,LAC,45.0,2008,0.82,0.8799293490085199
CHN,China,High,EAP,78.0,2008,0.689,0.08924761631204732
COL,Colombia,High,LAC,83.0,2008,0.731,0.3427486298483212
CRI,Costa Rica,Very High,LAC,62.0,2008,0.769,0.5721066897144738
HRV,Croatia,Very High,Developed,41.0,2008,0.827,0.9221795179312323
CZE,Czech Republic,Very High,Developed,29.0,2008,0.873,1.1998234851376275
CIV,Ivory Coast,Medium,SSA,157.0,2008,0.452,-1.3412223886426393
DNK,Denmark,Very High,Developed,4.0,2008,0.922,1.4955746675966137
ECU,Ecuador,High,LAC,88.0,2008,0.729,0.33067715301326056
EGY,Egypt,High,AS,100.0,2008,0.665,-0.05561010570867995
FRA,France,Very High,Developed,26.0,2008,0.884,1.266216607730461
DEU,Germany,Very High,Developed,5.0,2008,0.933,1.5619677901894473
GHA,Ghana,Medium,SSA,143.0,2008,0.546,-0.7738629773947886
GRC,Greece,Very High,Developed,34.0,2008,0.871,1.1877520083025668
HND,Honduras,Medium,LAC,139.0,2008,0.592,-0.4962190101883941
ISL,Iceland,Very High,Developed,1.0,2008,0.935,1.574039267024508
IRN,Iran,High,SA,75.0,2008,0.765,0.5479637360443524
IRL,Republic of Ireland,Very High,Developed,11.0,2008,0.907,1.4050385913336587
ITA,Italy,Very High,Developed,29.0,2008,0.885,1.2722523461479915
JAM,Jamaica,High,LAC,117.0,2008,0.711,0.2220338614977146
JPN,Japan,Very High,Developed,23.0,2008,0.905,1.392967114498598
PRK,North Korea,Other Countries or Territories,EAP,,2008,0.6565599999999999,-0.10655173795263659
KOR,South Korea,Very High,Developed,20.0,2008,0.878,1.2300021772252792
MEX,Mexico,High,LAC,81.0,2008,0.75,0.4574276597813975
MAR,Morocco,High,AS,120.0,2008,0.593,-0.4901832717708638
NLD,Netherlands,Very High,Developed,8.0,2008,0.92,1.483503190761553
NZL,New Zealand,Very High,Developed,17.0,2008,0.92,1.483503190761553
NGA,Nigeria,Medium,SSA,164.0,2008,0.497,-1.069614159853775
NOR,Norway,Very High,Developed,2.0,2008,0.943,1.62232517436475
PAN,Panama,Very High,LAC,59.0,2008,0.767,0.5600352128794132
PRY,Paraguay,High,LAC,99.0,2008,0.7,0.15564073890488095
PER,Peru,High,LAC,79.0,2008,0.714,0.24014107675030558
POL,Poland,Very High,Developed,35.0,2008,0.841,1.006679855776657
PRT,Portugal,Very High,Developed,40.0,2008,0.826,0.916143779513702
QAT,Qatar,Very High,AS,43.0,2008,0.839,0.9946083789415963
ROU,Romania,Very High,Developed,55.0,2008,0.815,0.8497506569208684
RUS,Russia,Very High,Developed,64.0,2008,0.807,0.8014647495806263
SAU,Saudi Arabia,Very High,AS,37.0,2008,0.792,0.7109286733176714
SEN,Senegal,Low,SSA,169.0,2008,0.462,-1.2808650044673362
SRB,Serbia,Very High,ECA,62.0,2008,0.773,0.5962496433845951
SVK,Slovakia,Very High,Developed,44.0,2008,0.842,1.0127155941941872
SVN,Slovenia,Very High,Developed,21.0,2008,0.894,1.3265739919057644
ZAF,South Africa,High,SSA,106.0,2008,0.643,-0.18839635089434723
ESP,Spain,Very High,Developed,28.0,2008,0.865,1.1515375777973849
SWE,Sweden,Very High,Developed,5.0,2008,0.913,1.4412530218388409
CHE,Switzerland,Very High,Developed,2.0,2008,0.934,1.5680035286069778
TGO,Togo,Medium,SSA,161.0,2008,0.465,-1.262757789214745
TTO,Trinidad and Tobago,Very High,LAC,72.0,2008,0.782,0.6505712891423681
TUN,Tunisia,High,AS,105.0,2008,0.709,0.20996238466265393
TUR,Turkey,Very High,ECA,51.0,2008,0.721,0.28239124567301793
UKR,Ukraine,High,ECA,87.0,2008,0.776,0.6143568586371861
USA,United States,Very High,Developed,17.0,2008,0.914,1.447288760256371
URY,Uruguay,Very High,LAC,48.0,2008,0.783,0.6566070275598984
DZA,Algeria,High,AS,96.0,2009,0.714,0.24014107675030558
AGO,Angola,Medium,SSA,148.0,2009,0.517,-0.9488993915031683
ARG,Argentina,Very High,LAC,47.0,2009,0.835,0.970465425271475
AUS,Australia,Very High,Developed,7.0,2009,0.927,1.5257533596842654
AUT,Austria,Very High,Developed,22.0,2009,0.907,1.4050385913336587
BEL,Belgium,Very High,Developed,10.0,2009,0.919,1.4774674523440228
BOL,Bolivia,High,LAC,108.0,2009,0.671,-0.019395675203497966
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2009,0.722,0.28842698409054823
BRA,Brazil,High,LAC,84.0,2009,0.742,0.40914175244115486
BGR,Bulgaria,Very High,Developed,55.0,2009,0.793,0.7169644117352018
CMR,Cameroon,Medium,SSA,155.0,2009,0.516,-0.9549351299206986
CAN,Canada,Very High,Developed,16.0,2009,0.915,1.4533244986739013
CHL,Chile,Very High,LAC,45.0,2009,0.819,0.8738936105909897
CHN,China,High,EAP,78.0,2009,0.7,0.15564073890488095
COL,Colombia,High,LAC,83.0,2009,0.736,0.3729273219359729
CRI,Costa Rica,Very High,LAC,62.0,2009,0.773,0.5962496433845951
HRV,Croatia,Very High,Developed,41.0,2009,0.826,0.916143779513702
CZE,Czech Republic,Very High,Developed,29.0,2009,0.875,1.2118949619726882
CIV,Ivory Coast,Medium,SSA,157.0,2009,0.458,-1.3050079581374574
DNK,Denmark,Very High,Developed,4.0,2009,0.915,1.4533244986739013
ECU,Ecuador,High,LAC,88.0,2009,0.731,0.3427486298483212
EGY,Egypt,High,AS,100.0,2009,0.671,-0.019395675203497966
FRA,France,Very High,Developed,26.0,2009,0.883,1.2601808693129308
DEU,Germany,Very High,Developed,5.0,2009,0.933,1.5619677901894473
GHA,Ghana,Medium,SSA,143.0,2009,0.551,-0.743684285307137
GRC,Greece,Very High,Developed,34.0,2009,0.874,1.205859223555158
HND,Honduras,Medium,LAC,139.0,2009,0.594,-0.48414753335333344
ISL,Iceland,Very High,Developed,1.0,2009,0.934,1.5680035286069778
IRN,Iran,High,SA,75.0,2009,0.771,0.5841781665495345
IRL,Republic of Ireland,Very High,Developed,11.0,2009,0.907,1.4050385913336587
ITA,Italy,Very High,Developed,29.0,2009,0.884,1.266216607730461
JAM,Jamaica,High,LAC,117.0,2009,0.711,0.2220338614977146
JPN,Japan,Very High,Developed,23.0,2009,0.905,1.392967114498598
PRK,North Korea,Other Countries or Territories,EAP,,2009,0.6604000000000001,-0.08337450242931907
KOR,South Korea,Very High,Developed,20.0,2009,0.881,1.2481093924778701
MEX,Mexico,High,LAC,81.0,2009,0.749,0.4513919213638672
MAR,Morocco,High,AS,120.0,2009,0.598,-0.4600045796832121
NLD,Netherlands,Very High,Developed,8.0,2009,0.92,1.483503190761553
NZL,New Zealand,Very High,Developed,17.0,2009,0.923,1.501610406014144
NGA,Nigeria,Medium,SSA,164.0,2009,0.499,-1.0575426830187142
NOR,Norway,Very High,Developed,2.0,2009,0.944,1.6283609127822802
PAN,Panama,Very High,LAC,59.0,2009,0.77,0.5781424281320041
PRY,Paraguay,High,LAC,99.0,2009,0.7,0.15564073890488095
PER,Peru,High,LAC,79.0,2009,0.717,0.25824829200289656
POL,Poland,Very High,Developed,35.0,2009,0.846,1.0368585478643086
PRT,Portugal,Very High,Developed,40.0,2009,0.831,0.9463224716013536
QAT,Qatar,Very High,AS,43.0,2009,0.838,0.9885726405240659
ROU,Romania,Very High,Developed,55.0,2009,0.826,0.916143779513702
RUS,Russia,Very High,Developed,64.0,2009,0.805,0.7893932727455657
SAU,Saudi Arabia,Very High,AS,37.0,2009,0.794,0.723000150152732
SEN,Senegal,Low,SSA,169.0,2009,0.47,-1.2325790971270938
SRB,Serbia,Very High,ECA,62.0,2009,0.774,0.6022853818021254
SVK,Slovakia,Very High,Developed,44.0,2009,0.845,1.0308228094467782
SVN,Slovenia,Very High,Developed,21.0,2009,0.894,1.3265739919057644
ZAF,South Africa,High,SSA,106.0,2009,0.657,-0.1038960130489226
ESP,Spain,Very High,Developed,28.0,2009,0.867,1.1636090546324456
SWE,Sweden,Very High,Developed,5.0,2009,0.912,1.4352172834213104
CHE,Switzerland,Very High,Developed,2.0,2009,0.942,1.6162894359472197
TGO,Togo,Medium,SSA,161.0,2009,0.473,-1.2144718818745028
TTO,Trinidad and Tobago,Very High,LAC,72.0,2009,0.782,0.6505712891423681
TUN,Tunisia,High,AS,105.0,2009,0.713,0.23410533833277525
TUR,Turkey,Very High,ECA,51.0,2009,0.728,0.3246414145957302
UKR,Ukraine,High,ECA,87.0,2009,0.773,0.5962496433845951
USA,United States,Very High,Developed,17.0,2009,0.915,1.4533244986739013
URY,Uruguay,Very High,LAC,48.0,2009,0.787,0.6807499812300197
DZA,Algeria,High,AS,96.0,2010,0.718,0.2642840304204269
AGO,Angola,Medium,SSA,148.0,2010,0.528,-0.8825062689103346
ARG,Argentina,Very High,LAC,47.0,2010,0.844,1.024787071029248
AUS,Australia,Very High,Developed,7.0,2010,0.929,1.537824836519326
AUT,Austria,Very High,Developed,22.0,2010,0.912,1.4352172834213104
BEL,Belgium,Very High,Developed,10.0,2010,0.921,1.4895389291790835
BOL,Bolivia,High,LAC,108.0,2010,0.677,0.01681875530168402
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2010,0.725,0.30653419934313925
BRA,Brazil,High,LAC,84.0,2010,0.748,0.44535618294633683
BGR,Bulgaria,Very High,Developed,55.0,2010,0.799,0.7531788422403837
CMR,Cameroon,Medium,SSA,155.0,2010,0.529,-0.8764705304928043
CAN,Canada,Very High,Developed,16.0,2010,0.918,1.4714317139264923
CHL,Chile,Very High,LAC,45.0,2010,0.823,0.898036564261111
CHN,China,High,EAP,78.0,2010,0.71,0.21599812308018426
COL,Colombia,High,LAC,83.0,2010,0.741,0.4031060140236245
CRI,Costa Rica,Very High,LAC,62.0,2010,0.776,0.6143568586371861
HRV,Croatia,Very High,Developed,41.0,2010,0.831,0.9463224716013536
CZE,Czech Republic,Very High,Developed,29.0,2010,0.88,1.2420736540603399
CIV,Ivory Coast,Medium,SSA,157.0,2010,0.465,-1.262757789214745
DNK,Denmark,Very High,Developed,4.0,2010,0.92,1.483503190761553
ECU,Ecuador,High,LAC,88.0,2010,0.737,0.3789630603535032
EGY,Egypt,High,AS,100.0,2010,0.677,0.01681875530168402
FRA,France,Very High,Developed,26.0,2010,0.888,1.2903595614005825
DEU,Germany,Very High,Developed,5.0,2010,0.936,1.5800750054420383
GHA,Ghana,Medium,SSA,143.0,2010,0.558,-0.7014341163844247
GRC,Greece,Very High,Developed,34.0,2010,0.876,1.2179307003902184
HND,Honduras,Medium,LAC,139.0,2010,0.596,-0.4720760565182728
ISL,Iceland,Very High,Developed,1.0,2010,0.935,1.574039267024508
IRN,Iran,High,SA,75.0,2010,0.778,0.6264283354722467
IRL,Republic of Ireland,Very High,Developed,11.0,2010,0.915,1.4533244986739013
ITA,Italy,Very High,Developed,29.0,2010,0.887,1.2843238229830523
JAM,Jamaica,High,LAC,117.0,2010,0.708,0.2039266462451236
JPN,Japan,Very High,Developed,23.0,2010,0.907,1.4050385913336587
PRK,North Korea,Other Countries or Territories,EAP,,2010,0.6667600000000001,-0.044987206093826004
KOR,South Korea,Very High,Developed,20.0,2010,0.894,1.3265739919057644
MEX,Mexico,High,LAC,81.0,2010,0.751,0.46346339819892785
MAR,Morocco,High,AS,120.0,2010,0.607,-0.40568293392543914
NLD,Netherlands,Very High,Developed,8.0,2010,0.925,1.5136818828492047
NZL,New Zealand,Very High,Developed,17.0,2010,0.926,1.5197176212667352
NGA,Nigeria,Medium,SSA,164.0,2010,0.502,-1.0394354677661233
NOR,Norway,Very High,Developed,2.0,2010,0.947,1.6464681280348714
PAN,Panama,Very High,LAC,59.0,2010,0.775,0.6083211202196558
PRY,Paraguay,High,LAC,99.0,2010,0.709,0.20996238466265393
PER,Peru,High,LAC,79.0,2010,0.731,0.3427486298483212
POL,Poland,Very High,Developed,35.0,2010,0.852,1.0730729783694906
PRT,Portugal,Very High,Developed,40.0,2010,0.836,0.9765011636890053
QAT,Qatar,Very High,AS,43.0,2010,0.834,0.9644296868539446
ROU,Romania,Very High,Developed,55.0,2010,0.822,0.8920008258435806
RUS,Russia,Very High,Developed,64.0,2010,0.808,0.8075004879981567
SAU,Saudi Arabia,Very High,AS,37.0,2010,0.801,0.7652503190754444
SEN,Senegal,Low,SSA,169.0,2010,0.477,-1.1903289282043814
SRB,Serbia,Very High,ECA,62.0,2010,0.775,0.6083211202196558
SVK,Slovakia,Very High,Developed,44.0,2010,0.851,1.0670372399519603
SVN,Slovenia,Very High,Developed,21.0,2010,0.896,1.3386454687408251
ZAF,South Africa,High,SSA,106.0,2010,0.669,-0.03146715203855863
ESP,Spain,Very High,Developed,28.0,2010,0.875,1.2118949619726882
SWE,Sweden,Very High,Developed,5.0,2010,0.918,1.4714317139264923
CHE,Switzerland,Very High,Developed,2.0,2010,0.945,1.6343966511998107
TGO,Togo,Medium,SSA,161.0,2010,0.483,-1.1541144976991995
TTO,Trinidad and Tobago,Very High,LAC,72.0,2010,0.789,0.6928214580650804
TUN,Tunisia,High,AS,105.0,2010,0.717,0.25824829200289656
TUR,Turkey,Very High,ECA,51.0,2010,0.75,0.4574276597813975
UKR,Ukraine,High,ECA,87.0,2010,0.782,0.6505712891423681
USA,United States,Very High,Developed,17.0,2010,0.919,1.4774674523440228
URY,Uruguay,Very High,LAC,48.0,2010,0.796,0.7350716269877927
DZA,Algeria,High,AS,96.0,2011,0.718,0.2642840304204269
AGO,Angola,Medium,SSA,148.0,2011,0.545,-0.779898715812319
ARG,Argentina,Very High,LAC,47.0,2011,0.852,1.0730729783694906
AUS,Australia,Very High,Developed,7.0,2011,0.933,1.5619677901894473
AUT,Austria,Very High,Developed,22.0,2011,0.915,1.4533244986739013
BEL,Belgium,Very High,Developed,10.0,2011,0.923,1.501610406014144
BOL,Bolivia,High,LAC,108.0,2011,0.683,0.053033185806866
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2011,0.731,0.3427486298483212
BRA,Brazil,High,LAC,84.0,2011,0.753,0.4755348750339885
BGR,Bulgaria,Very High,Developed,55.0,2011,0.803,0.777321795910505
CMR,Cameroon,Medium,SSA,155.0,2011,0.538,-0.8221488847350313
CAN,Canada,Very High,Developed,16.0,2011,0.921,1.4895389291790835
CHL,Chile,Very High,LAC,45.0,2011,0.823,0.898036564261111
CHN,China,High,EAP,78.0,2011,0.717,0.25824829200289656
COL,Colombia,High,LAC,83.0,2011,0.747,0.43932044452880653
CRI,Costa Rica,Very High,LAC,62.0,2011,0.783,0.6566070275598984
HRV,Croatia,Very High,Developed,41.0,2011,0.836,0.9765011636890053
CZE,Czech Republic,Very High,Developed,29.0,2011,0.883,1.2601808693129308
CIV,Ivory Coast,Medium,SSA,157.0,2011,0.469,-1.238614835544624
DNK,Denmark,Very High,Developed,4.0,2011,0.934,1.5680035286069778
ECU,Ecuador,High,LAC,88.0,2011,0.743,0.41517749085868516
EGY,Egypt,High,AS,100.0,2011,0.68,0.034925970554275015
FRA,France,Very High,Developed,26.0,2011,0.892,1.3145025150707037
DEU,Germany,Very High,Developed,5.0,2011,0.942,1.6162894359472197
GHA,Ghana,Medium,SSA,143.0,2011,0.568,-0.6410767322091221
GRC,Greece,Very High,Developed,34.0,2011,0.874,1.205859223555158
HND,Honduras,Medium,LAC,139.0,2011,0.598,-0.4600045796832121
ISL,Iceland,Very High,Developed,1.0,2011,0.941,1.6102536975296893
IRN,Iran,High,SA,75.0,2011,0.787,0.6807499812300197
IRL,Republic of Ireland,Very High,Developed,11.0,2011,0.909,1.4171100681687194
ITA,Italy,Very High,Developed,29.0,2011,0.89,1.3024310382356432
JAM,Jamaica,High,LAC,117.0,2011,0.711,0.2220338614977146
JPN,Japan,Very High,Developed,23.0,2011,0.906,1.3990028529161285
PRK,North Korea,Other Countries or Territories,EAP,,2011,0.6722,-0.012152789102461701
KOR,South Korea,Very High,Developed,20.0,2011,0.899,1.356752683993416
MEX,Mexico,High,LAC,81.0,2011,0.757,0.4996778287041098
MAR,Morocco,High,AS,120.0,2011,0.619,-0.33325407291507514
NLD,Netherlands,Very High,Developed,8.0,2011,0.935,1.574039267024508
NZL,New Zealand,Very High,Developed,17.0,2011,0.927,1.5257533596842654
NGA,Nigeria,Medium,SSA,164.0,2011,0.508,-1.0032210372609411
NOR,Norway,Very High,Developed,2.0,2011,0.949,1.658539604869932
PAN,Panama,Very High,LAC,59.0,2011,0.781,0.6445355507248377
PRY,Paraguay,High,LAC,99.0,2011,0.715,0.24617681516783593
PER,Peru,High,LAC,79.0,2011,0.738,0.38499879877103355
POL,Poland,Very High,Developed,35.0,2011,0.858,1.1092874088746725
PRT,Portugal,Very High,Developed,40.0,2011,0.843,1.0187513326117177
QAT,Qatar,Very High,AS,43.0,2011,0.835,0.970465425271475
ROU,Romania,Very High,Developed,55.0,2011,0.823,0.898036564261111
RUS,Russia,Very High,Developed,64.0,2011,0.822,0.8920008258435806
SAU,Saudi Arabia,Very High,AS,37.0,2011,0.811,0.8256077032507477
SEN,Senegal,Low,SSA,169.0,2011,0.491,-1.1058285903589569
SRB,Serbia,Very High,ECA,62.0,2011,0.785,0.6686785043949591
SVK,Slovakia,Very High,Developed,44.0,2011,0.856,1.097215932039612
SVN,Slovenia,Very High,Developed,21.0,2011,0.897,1.3446812071583554
ZAF,South Africa,High,SSA,106.0,2011,0.683,0.053033185806866
ESP,Spain,Very High,Developed,28.0,2011,0.879,1.2360379156428094
SWE,Sweden,Very High,Developed,5.0,2011,0.92,1.483503190761553
CHE,Switzerland,Very High,Developed,2.0,2011,0.946,1.640432389617341
TGO,Togo,Medium,SSA,161.0,2011,0.495,-1.0816856366888354
TTO,Trinidad and Tobago,Very High,LAC,72.0,2011,0.792,0.7109286733176714
TUN,Tunisia,High,AS,105.0,2011,0.718,0.2642840304204269
TUR,Turkey,Very High,ECA,51.0,2011,0.764,0.5419279976268221
UKR,Ukraine,High,ECA,87.0,2011,0.786,0.6747142428124894
USA,United States,Very High,Developed,17.0,2011,0.92,1.483503190761553
URY,Uruguay,Very High,LAC,48.0,2011,0.801,0.7652503190754444
DZA,Algeria,High,AS,96.0,2012,0.723,0.2944627225080786
AGO,Angola,Medium,SSA,148.0,2012,0.557,-0.707469854801955
ARG,Argentina,Very High,LAC,47.0,2012,0.85,1.0610015015344298
AUS,Australia,Very High,Developed,7.0,2012,0.938,1.5921464822770983
AUT,Austria,Very High,Developed,22.0,2012,0.916,1.4593602370914318
BEL,Belgium,Very High,Developed,10.0,2012,0.923,1.501610406014144
BOL,Bolivia,High,LAC,108.0,2012,0.685,0.06510466264192667
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2012,0.742,0.40914175244115486
BRA,Brazil,High,LAC,84.0,2012,0.758,0.5057135671216402
BGR,Bulgaria,Very High,Developed,55.0,2012,0.807,0.8014647495806263
CMR,Cameroon,Medium,SSA,155.0,2012,0.549,-0.7557557621421976
CAN,Canada,Very High,Developed,16.0,2012,0.927,1.5257533596842654
CHL,Chile,Very High,LAC,45.0,2012,0.832,0.952358210018884
CHN,China,High,EAP,78.0,2012,0.725,0.30653419934313925
COL,Colombia,High,LAC,83.0,2012,0.748,0.44535618294633683
CRI,Costa Rica,Very High,LAC,62.0,2012,0.789,0.6928214580650804
HRV,Croatia,Very High,Developed,41.0,2012,0.839,0.9946083789415963
CZE,Czech Republic,Very High,Developed,29.0,2012,0.885,1.2722523461479915
CIV,Ivory Coast,Medium,SSA,157.0,2012,0.478,-1.1842931897868512
DNK,Denmark,Very High,Developed,4.0,2012,0.938,1.5921464822770983
ECU,Ecuador,High,LAC,88.0,2012,0.75,0.4574276597813975
EGY,Egypt,High,AS,100.0,2012,0.689,0.08924761631204732
FRA,France,Very High,Developed,26.0,2012,0.893,1.3205382534882342
DEU,Germany,Very High,Developed,5.0,2012,0.944,1.6283609127822802
GHA,Ghana,Medium,SSA,143.0,2012,0.575,-0.5988265632864097
GRC,Greece,Very High,Developed,34.0,2012,0.874,1.205859223555158
HND,Honduras,Medium,LAC,139.0,2012,0.597,-0.4660403181007424
ISL,Iceland,Very High,Developed,1.0,2012,0.946,1.640432389617341
IRN,Iran,High,SA,75.0,2012,0.795,0.7290358885702624
IRL,Republic of Ireland,Very High,Developed,11.0,2012,0.911,1.4291815450037801
ITA,Italy,Very High,Developed,29.0,2012,0.887,1.2843238229830523
JAM,Jamaica,High,LAC,117.0,2012,0.711,0.2220338614977146
JPN,Japan,Very High,Developed,23.0,2012,0.909,1.4171100681687194
PRK,North Korea,Other Countries or Territories,EAP,,2012,0.67612,0.011507305494257382
KOR,South Korea,Very High,Developed,20.0,2012,0.901,1.3688241608284768
MEX,Mexico,High,LAC,81.0,2012,0.764,0.5419279976268221
MAR,Morocco,High,AS,120.0,2012,0.629,-0.27289668873977185
NLD,Netherlands,Very High,Developed,8.0,2012,0.935,1.574039267024508
NZL,New Zealand,Very High,Developed,17.0,2012,0.929,1.537824836519326
NGA,Nigeria,Medium,SSA,164.0,2012,0.512,-0.9790780835908199
NOR,Norway,Very High,Developed,2.0,2012,0.95,1.6645753432874624
PAN,Panama,Very High,LAC,59.0,2012,0.798,0.7471431038228534
PRY,Paraguay,High,LAC,99.0,2012,0.719,0.2703197688379572
PER,Peru,High,LAC,79.0,2012,0.748,0.44535618294633683
POL,Poland,Very High,Developed,35.0,2012,0.863,1.1394661009623241
PRT,Portugal,Very High,Developed,40.0,2012,0.844,1.024787071029248
QAT,Qatar,Very High,AS,43.0,2012,0.846,1.0368585478643086
ROU,Romania,Very High,Developed,55.0,2012,0.817,0.861822133755929
RUS,Russia,Very High,Developed,64.0,2012,0.825,0.9101080410961716
SAU,Saudi Arabia,Very High,AS,37.0,2012,0.819,0.8738936105909897
SEN,Senegal,Low,SSA,169.0,2012,0.499,-1.0575426830187142
SRB,Serbia,Very High,ECA,62.0,2012,0.788,0.6867857196475501
SVK,Slovakia,Very High,Developed,44.0,2012,0.856,1.097215932039612
SVN,Slovenia,Very High,Developed,21.0,2012,0.897,1.3446812071583554
ZAF,South Africa,High,SSA,106.0,2012,0.696,0.13149778523475963
ESP,Spain,Very High,Developed,28.0,2012,0.881,1.2481093924778701
SWE,Sweden,Very High,Developed,5.0,2012,0.92,1.483503190761553
CHE,Switzerland,Very High,Developed,2.0,2012,0.949,1.658539604869932
TGO,Togo,Medium,SSA,161.0,2012,0.5,-1.0515069446011838
TTO,Trinidad and Tobago,Very High,LAC,72.0,2012,0.796,0.7350716269877927
TUN,Tunisia,High,AS,105.0,2012,0.72,0.2763555072554876
TUR,Turkey,Very High,ECA,51.0,2012,0.772,0.5902139049670648
UKR,Ukraine,High,ECA,87.0,2012,0.789,0.6928214580650804
USA,United States,Very High,Developed,17.0,2012,0.923,1.501610406014144
URY,Uruguay,Very High,LAC,48.0,2012,0.804,0.7833575343280353
DZA,Algeria,High,AS,96.0,2013,0.727,0.3186056761781999
AGO,Angola,Medium,SSA,148.0,2013,0.567,-0.6471124706266523
ARG,Argentina,Very High,LAC,47.0,2013,0.852,1.0730729783694906
AUS,Australia,Very High,Developed,7.0,2013,0.935,1.574039267024508
AUT,Austria,Very High,Developed,22.0,2013,0.915,1.4533244986739013
BEL,Belgium,Very High,Developed,10.0,2013,0.925,1.5136818828492047
BOL,Bolivia,High,LAC,108.0,2013,0.699,0.14960500048735062
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2013,0.756,0.49364209028657946
BRA,Brazil,High,LAC,84.0,2013,0.762,0.5298565207917615
BGR,Bulgaria,Very High,Developed,55.0,2013,0.815,0.8497506569208684
CMR,Cameroon,Medium,SSA,155.0,2013,0.558,-0.7014341163844247
CAN,Canada,Very High,Developed,16.0,2013,0.93,1.5438605749368564
CHL,Chile,Very High,LAC,45.0,2013,0.845,1.0308228094467782
CHN,China,High,EAP,78.0,2013,0.733,0.3548201066833819
COL,Colombia,High,LAC,83.0,2013,0.76,0.5177850439567008
CRI,Costa Rica,Very High,LAC,62.0,2013,0.795,0.7290358885702624
