iso3,country,hdicode,region,hdi_rank_2023,year,mean_school_years,norm_mean_school_years
TTO,Trinidad and Tobago,Very High,LAC,72.0,2000,8.94444455,0.3559526081981591
TUN,Tunisia,High,AS,105.0,2000,4.948623515,-0.8516176535540184
TUR,Turkey,Very High,ECA,51.0,2000,5.450705295,-0.6998843749149268
UKR,Ukraine,High,ECA,87.0,2000,10.84253856,0.9295723625388186
USA,United States,Very High,Developed,17.0,2000,12.95999985,1.5694867285272858
URY,Uruguay,Very High,LAC,48.0,2000,8.315714087,0.16594504701706184
DZA,Algeria,High,AS,96.0,2001,5.683260777,-0.6296041792277733
AGO,Angola,Medium,SSA,148.0,2001,3.464791,-1.3000441478439317
ARG,Argentina,Very High,LAC,47.0,2001,8.869999886,0.3334548132255841
AUS,Australia,Very High,Developed,7.0,2001,11.34161987,1.0803988742552828
AUT,Austria,Very High,Developed,22.0,2001,11.19714315,1.036736811049918
BEL,Belgium,Very High,Developed,10.0,2001,10.63867396,0.8679627893803445
BOL,Bolivia,High,LAC,108.0,2001,7.210000038,-0.168210910389071
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2001,6.626101903,-0.3446697701684501
BRA,Brazil,High,LAC,84.0,2001,5.449133635,-0.7003593436037048
BGR,Bulgaria,Very High,Developed,55.0,2001,10.03999996,0.6870385406334975
CMR,Cameroon,Medium,SSA,155.0,2001,3.058831636,-1.4227284350410503
CAN,Canada,Very High,Developed,16.0,2001,12.65999985,1.4788242400543368
CHL,Chile,Very High,LAC,45.0,2001,9.285988177,0.45916992535114776
CHN,China,High,EAP,78.0,2001,6.213999891,-0.46921041654387996
COL,Colombia,High,LAC,83.0,2001,6.914545579,-0.257499698666967
CRI,Costa Rica,Very High,LAC,62.0,2001,7.65742243,-0.0329961521982742
HRV,Croatia,Very High,Developed,41.0,2001,9.930000305,0.6537957324552782
CZE,Czech Republic,Very High,Developed,29.0,2001,11.17666658,1.0305486217446158
CIV,Ivory Coast,Medium,SSA,157.0,2001,3.234648932,-1.3695949898012336
DNK,Denmark,Very High,Developed,4.0,2001,12.6400001,1.472780149708214
ECU,Ecuador,High,LAC,88.0,2001,7.377646923,-0.11754663112627685
EGY,Egypt,High,AS,100.0,2001,6.375,-0.42055484812269345
FRA,France,Very High,Developed,26.0,2001,9.66357129,0.573278674117623
DEU,Germany,Very High,Developed,5.0,2001,12.76482292,1.5105026413062506
GHA,Ghana,Medium,SSA,143.0,2001,5.270241306,-0.7544220893232428
GRC,Greece,Very High,Developed,34.0,2001,9.232857159,0.4431132909945443
HND,Honduras,Medium,LAC,139.0,2001,4.66404004,-0.9376211402932826
ISL,Iceland,Very High,Developed,1.0,2001,11.88376121,1.2442384842168122
IRN,Iran,High,SA,75.0,2001,8.67874611,0.2756563356855578
IRL,Republic of Ireland,Very High,Developed,11.0,2001,10.67000008,0.877429802691685
ITA,Italy,Very High,Developed,29.0,2001,8.840000153,0.3243886450679039
JAM,Jamaica,High,LAC,117.0,2001,7.604999781,-0.04883871156722049
JPN,Japan,Very High,Developed,23.0,2001,12.12950001,1.3185027879579996
PRK,North Korea,Other Countries or Territories,EAP,,2001,7.181119862719999,-0.17693873891713716
KOR,South Korea,Very High,Developed,20.0,2001,10.74399986,0.8997931500291878
MEX,Mexico,High,LAC,81.0,2001,6.817499876,-0.28682771509892263
MAR,Morocco,High,AS,120.0,2001,3.366,-1.3298996075063685
NLD,Netherlands,Very High,Developed,8.0,2001,11.78999996,1.2159030567256979
NZL,New Zealand,Very High,Developed,17.0,2001,13.06999969,1.6027295926140392
NGA,Nigeria,Medium,SSA,164.0,2001,4.690230383,-0.9297062013921488
NOR,Norway,Very High,Developed,2.0,2001,12.11857108,1.3151999746575112
PAN,Panama,Very High,LAC,59.0,2001,8.020000076,0.07657781997180563
PRY,Paraguay,High,LAC,99.0,2001,6.899090984,-0.26217020547043907
PER,Peru,High,LAC,79.0,2001,8.422727498,0.1982853874878567
POL,Poland,Very High,Developed,35.0,2001,11.34641896,1.081849199061301
PRT,Portugal,Very High,Developed,40.0,2001,6.880000114,-0.26793962474148414
QAT,Qatar,Very High,AS,43.0,2001,7.813727922,0.014240664024087827
ROU,Romania,Very High,Developed,55.0,2001,9.581000233,0.5483250157727504
RUS,Russia,Very High,Developed,64.0,2001,12.11932783,1.3154286707846838
SAU,Saudi Arabia,Very High,AS,37.0,2001,6.882500052,-0.2671841227411239
SEN,Senegal,Low,SSA,169.0,2001,1.648962223,-1.8488026663893016
SRB,Serbia,Very High,ECA,62.0,2001,7.570055379,-0.05939919971228405
SVK,Slovakia,Very High,Developed,44.0,2001,10.26000023,0.7535244471098994
SVN,Slovenia,Very High,Developed,21.0,2001,10.83307692,0.9267129764473682
ZAF,South Africa,High,SSA,106.0,2001,7.670000076,-0.02919508324663464
ESP,Spain,Very High,Developed,28.0,2001,8.046923381,0.08471426606919248
SWE,Sweden,Very High,Developed,5.0,2001,11.63000011,1.1675497748713695
CHE,Switzerland,Very High,Developed,2.0,2001,10.75139504,0.902028034767539
TGO,Togo,Medium,SSA,161.0,2001,3.123016161,-1.403331339181203
TTO,Trinidad and Tobago,Very High,LAC,72.0,2001,9.113889005,0.40716012802563456
TUN,Tunisia,High,AS,105.0,2001,5.120310453,-0.7997324367627491
TUR,Turkey,Very High,ECA,51.0,2001,5.553029005,-0.6689613009869789
UKR,Ukraine,High,ECA,87.0,2001,10.93999958,0.9590258912131916
USA,United States,Very High,Developed,17.0,2001,12.92499981,1.5589094261171095
URY,Uruguay,Very High,LAC,48.0,2001,8.527142661,0.2298405158608182
DZA,Algeria,High,AS,96.0,2002,5.757430575,-0.6071894510403869
AGO,Angola,Medium,SSA,148.0,2002,3.505191693,-1.2878347232992262
ARG,Argentina,Very High,LAC,47.0,2002,9.394999981,0.4921141967630321
AUS,Australia,Very High,Developed,7.0,2002,11.39774666,1.0973608557599444
AUT,Austria,Very High,Developed,22.0,2002,11.28785746,1.0641514279989392
BEL,Belgium,Very High,Developed,10.0,2002,10.73582136,0.8973215394892674
BOL,Bolivia,High,LAC,108.0,2002,7.14800005,-0.1869478210469809
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2002,6.639207526,-0.3407091421878892
BRA,Brazil,High,LAC,84.0,2002,5.626089097,-0.6468819351577035
BGR,Bulgaria,Very High,Developed,55.0,2002,10.11599998,0.7100063770908104
CMR,Cameroon,Medium,SSA,155.0,2002,3.136441943,-1.3992739564951517
CAN,Canada,Very High,Developed,16.0,2002,12.79199982,1.5187157259161852
CHL,Chile,Very High,LAC,45.0,2002,9.423992054,0.5008758417102632
CHN,China,High,EAP,78.0,2002,6.307999897,-0.4408028350091063
COL,Colombia,High,LAC,83.0,2002,6.966363777,-0.24183980940408725
CRI,Costa Rica,Very High,LAC,62.0,2002,7.75671158,-0.0029901474737277834
HRV,Croatia,Very High,Developed,41.0,2002,10.05100031,0.6903629376504087
CZE,Czech Republic,Very High,Developed,29.0,2002,11.36533324,1.0875652513695484
CIV,Ivory Coast,Medium,SSA,157.0,2002,3.329331009,-1.3409812807525425
DNK,Denmark,Very High,Developed,4.0,2002,12.80500019,1.522644545567082
ECU,Ecuador,High,LAC,88.0,2002,7.434705734,-0.1003029851443849
EGY,Egypt,High,AS,100.0,2002,6.384000015,-0.41783496893538064
FRA,France,Very High,Developed,26.0,2002,9.855714117,0.6313458302444471
DEU,Germany,Very High,Developed,5.0,2002,13.10988201,1.6147823605382876
GHA,Ghana,Medium,SSA,143.0,2002,5.317951218,-0.7400037581674248
GRC,Greece,Very High,Developed,34.0,2002,9.362142869,0.4821845049698507
HND,Honduras,Medium,LAC,139.0,2002,4.731005302,-0.9173836826460726
ISL,Iceland,Very High,Developed,1.0,2002,12.03032097,1.288530059388806
IRN,Iran,High,SA,75.0,2002,8.899046466,0.3422329306403458
IRL,Republic of Ireland,Very High,Developed,11.0,2002,10.81000004,0.9197389518907295
ITA,Italy,Very High,Developed,29.0,2002,8.947500229,0.35687605973854064
JAM,Jamaica,High,LAC,117.0,2002,7.688499761,-0.02360432498641567
JPN,Japan,Very High,Developed,23.0,2002,12.17399998,1.3319510480152381
PRK,North Korea,Other Countries or Territories,EAP,,2002,7.27544928344,-0.14843160552151372
KOR,South Korea,Very High,Developed,20.0,2002,10.86799984,0.9372669725538404
MEX,Mexico,High,LAC,81.0,2002,6.974999905,-0.23922989988658422
MAR,Morocco,High,AS,120.0,2002,3.472,-1.2978655282459266
NLD,Netherlands,Very High,Developed,8.0,2002,11.78999996,1.2159030567256979
NZL,New Zealand,Very High,Developed,17.0,2002,13.11999969,1.617840007359531
NGA,Nigeria,Medium,SSA,164.0,2002,4.866439019,-0.8764544899582021
NOR,Norway,Very High,Developed,2.0,2002,12.1557139,1.3264248429578538
PAN,Panama,Very High,LAC,59.0,2002,8.160000038,0.11888696977526622
PRY,Paraguay,High,LAC,99.0,2002,7.004545559,-0.23030095816924828
PER,Peru,High,LAC,79.0,2002,8.481818459,0.21614316605624959
POL,Poland,Very High,Developed,35.0,2002,11.44999981,1.1131521911251119
PRT,Portugal,Very High,Developed,40.0,2002,6.960000038,-0.24376298411652822
QAT,Qatar,Very High,AS,43.0,2002,7.975818678,0.06322583501549307
ROU,Romania,Very High,Developed,55.0,2002,9.680000305,0.578243658727821
RUS,Russia,Very High,Developed,64.0,2002,12.18000031,1.3337643975134348
SAU,Saudi Arabia,Very High,AS,37.0,2002,7.095000029,-0.202964867023576
SEN,Senegal,Low,SSA,169.0,2002,1.581768829,-1.8691090674192457
SRB,Serbia,Very High,ECA,62.0,2002,7.699999809,-0.020128915088954404
SVK,Slovakia,Very High,Developed,44.0,2002,10.48400021,0.8212190991255353
SVN,Slovenia,Very High,Developed,21.0,2002,11.16538459,1.0271391107835264
ZAF,South Africa,High,SSA,106.0,2002,8.520000458,0.22768208287028863
ESP,Spain,Very High,Developed,28.0,2002,8.244615702,0.14445852531536954
SWE,Sweden,Very High,Developed,5.0,2002,11.81333351,1.2229546490853913
CHE,Switzerland,Very High,Developed,2.0,2002,10.86511172,0.9363941587331455
TGO,Togo,Medium,SSA,161.0,2002,3.16176326,-1.3916216444597107
TTO,Trinidad and Tobago,Very High,LAC,72.0,2002,9.28333346,0.45836764785310946
TUN,Tunisia,High,AS,105.0,2002,5.291997391,-0.7478472199714796
TUR,Turkey,Very High,ECA,51.0,2002,5.655352714,-0.6380382273612394
UKR,Ukraine,High,ECA,87.0,2002,11.0374606,0.988479419887564
USA,United States,Very High,Developed,17.0,2002,12.88999977,1.5483321237069336
URY,Uruguay,Very High,LAC,48.0,2002,8.738571235,0.29373598470457507
DZA,Algeria,High,AS,96.0,2003,5.831600373,-0.5847747228530006
AGO,Angola,Medium,SSA,148.0,2003,3.545592386,-1.2756252987545207
ARG,Argentina,Very High,LAC,47.0,2003,9.920000076,0.6507735803004806
AUS,Australia,Very High,Developed,7.0,2003,11.45387344,1.1143228342425238
AUT,Austria,Very High,Developed,22.0,2003,11.37857178,1.091566047970044
BEL,Belgium,Very High,Developed,10.0,2003,10.83296876,0.9266802895981907
BOL,Bolivia,High,LAC,108.0,2003,7.086000061,-0.20568473200709914
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2003,6.652313149,-0.33674851420732804
BRA,Brazil,High,LAC,84.0,2003,5.803044558,-0.593404527013911
BGR,Bulgaria,Very High,Developed,55.0,2003,10.19200001,0.7329742165702061
CMR,Cameroon,Medium,SSA,155.0,2003,3.21405225,-1.3758194779492534
CAN,Canada,Very High,Developed,16.0,2003,12.92399979,1.5586072117780339
CHL,Chile,Very High,LAC,45.0,2003,9.561995932,0.5425817583715876
CHN,China,High,EAP,78.0,2003,6.401999903,-0.41239525347433265
COL,Colombia,High,LAC,83.0,2003,7.018181974,-0.22617992044341556
CRI,Costa Rica,Very High,LAC,62.0,2003,7.85600073,0.027015857250818367
HRV,Croatia,Very High,Developed,41.0,2003,10.17200031,0.7269301413344981
CZE,Czech Republic,Very High,Developed,29.0,2003,11.5539999,1.144581880994481
CIV,Ivory Coast,Medium,SSA,157.0,2003,3.424013087,-1.3123675714016432
DNK,Denmark,Very High,Developed,4.0,2003,12.97000027,1.5725089384038675
ECU,Ecuador,High,LAC,88.0,2003,7.491764545,-0.08305933916249268
EGY,Egypt,High,AS,100.0,2003,6.393000031,-0.41511508944585945
FRA,France,Very High,Developed,26.0,2003,10.04785694,0.6894129851624384
DEU,Germany,Very High,Developed,5.0,2003,13.4549411,1.7190620797703247
GHA,Ghana,Medium,SSA,143.0,2003,5.365661129,-0.7255854273138151
GRC,Greece,Very High,Developed,34.0,2003,9.49142858,0.5212557192473656
HND,Honduras,Medium,LAC,139.0,2003,4.797970565,-0.8971462246966543
ISL,Iceland,Very High,Developed,1.0,2003,12.17688074,1.3328216375828827
IRN,Iran,High,SA,75.0,2003,9.119346822,0.4088095255951344
IRL,Republic of Ireland,Very High,Developed,11.0,2003,10.95,0.9620481010897735
ITA,Italy,Very High,Developed,29.0,2003,9.055000305,0.3893634744091779
JAM,Jamaica,High,LAC,117.0,2003,7.771999741,0.001630061594389151
JPN,Japan,Very High,Developed,23.0,2003,12.21849995,1.3453993080724769
PRK,North Korea,Other Countries or Territories,EAP,,2003,7.37007578904,-0.11983469061086234
KOR,South Korea,Very High,Developed,20.0,2003,10.99199982,0.9747407950784934
MEX,Mexico,High,LAC,81.0,2003,7.132499933,-0.19163208497645381
MAR,Morocco,High,AS,120.0,2003,3.578,-1.2658314489854847
NLD,Netherlands,Very High,Developed,8.0,2003,11.78999996,1.2159030567256979
NZL,New Zealand,Very High,Developed,17.0,2003,13.16999969,1.6329504221050222
NGA,Nigeria,Medium,SSA,164.0,2003,5.042647656,-0.8232027782220473
NOR,Norway,Very High,Developed,2.0,2003,12.19285672,1.3376497112581962
PAN,Panama,Very High,LAC,59.0,2003,8.3,0.16119611957872734
PRY,Paraguay,High,LAC,99.0,2003,7.110000134,-0.19843171086805775
PER,Peru,High,LAC,79.0,2003,8.54090942,0.23400094462464302
POL,Poland,Very High,Developed,35.0,2003,11.56999985,1.1494171986026234
PRT,Portugal,Very High,Developed,40.0,2003,7.150000095,-0.18634339085778798
QAT,Qatar,Very High,AS,43.0,2003,8.137909435,0.1122110063091061
ROU,Romania,Very High,Developed,55.0,2003,9.862000275,0.6332455593351609
RUS,Russia,Very High,Developed,64.0,2003,12.20000029,1.3398085573674654
SAU,Saudi Arabia,Very High,AS,37.0,2003,7.307500005,-0.13874561160823665
SEN,Senegal,Low,SSA,169.0,2003,1.514575434,-1.8894154687513984
SRB,Serbia,Very High,ECA,62.0,2003,8.123333136,0.10780592784222033
SVK,Slovakia,Very High,Developed,44.0,2003,10.70800018,0.8889137481190884
SVN,Slovenia,Very High,Developed,21.0,2003,11.49769225,1.1275652420976015
ZAF,South Africa,High,SSA,106.0,2003,8.760000229,0.3002120044429477
ESP,Spain,Very High,Developed,28.0,2003,8.442308022,0.20420278425933774
SWE,Sweden,Very High,Developed,5.0,2003,11.99666691,1.278359523299413
CHE,Switzerland,Very High,Developed,2.0,2003,10.9788284,0.970760282698752
TGO,Togo,Medium,SSA,161.0,2003,3.200510359,-1.3799119497382182
TTO,Trinidad and Tobago,Very High,LAC,72.0,2003,9.452777916,0.5095751679827932
TUN,Tunisia,High,AS,105.0,2003,5.463684329,-0.69596200318021
TUR,Turkey,Very High,ECA,51.0,2003,5.757676424,-0.6071151534332917
UKR,Ukraine,High,ECA,87.0,2003,11.13492162,1.017932948561937
USA,United States,Very High,Developed,17.0,2003,12.85499973,1.5377548212967578
URY,Uruguay,Very High,LAC,48.0,2003,8.949999809,0.3576314535483314
DZA,Algeria,High,AS,96.0,2004,5.905770171,-0.5623599946656139
AGO,Angola,Medium,SSA,148.0,2004,3.585993079,-1.2634158742098152
ARG,Argentina,Very High,LAC,47.0,2004,10.00999991,0.6779722766757879
AUS,Australia,Very High,Developed,7.0,2004,11.51000023,1.1312848157471855
AUT,Austria,Very High,Developed,22.0,2004,11.4692861,1.1189806679411485
BEL,Belgium,Very High,Developed,10.0,2004,10.93011616,0.956039039707114
BOL,Bolivia,High,LAC,108.0,2004,7.024000072,-0.22442164296721734
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2004,6.665418771,-0.3327878865289755
BRA,Brazil,High,LAC,84.0,2004,5.980000019,-0.5399271188701182
BGR,Bulgaria,Very High,Developed,55.0,2004,10.26800003,0.7559420530275192
CMR,Cameroon,Medium,SSA,155.0,2004,3.291662558,-1.352364999101147
CAN,Canada,Very High,Developed,16.0,2004,13.05599976,1.5984986976398827
CHL,Chile,Very High,LAC,45.0,2004,9.699999809,0.5842876747307031
CHN,China,High,EAP,78.0,2004,6.495999908,-0.38398767224176733
COL,Colombia,High,LAC,83.0,2004,7.070000172,-0.21052003118053556
CRI,Costa Rica,Very High,LAC,62.0,2004,7.955289881,0.05702186227757284
HRV,Croatia,Very High,Developed,41.0,2004,10.29300032,0.7634973480406707
CZE,Czech Republic,Very High,Developed,29.0,2004,11.74266656,1.2015985106194131
CIV,Ivory Coast,Medium,SSA,157.0,2004,3.518695164,-1.283753862352952
DNK,Denmark,Very High,Developed,4.0,2004,12.92000008,1.5573984662388
ECU,Ecuador,High,LAC,88.0,2004,7.548823357,-0.06581569287839215
EGY,Egypt,High,AS,100.0,2004,6.402000046,-0.41239521025854636
FRA,France,Very High,Developed,26.0,2004,10.23999977,0.7474801421958875
DEU,Germany,Very High,Developed,5.0,2004,13.80000019,1.8233417990023622
GHA,Ghana,Medium,SSA,143.0,2004,5.413371041,-0.7111670961579971
GRC,Greece,Very High,Developed,34.0,2004,9.62071429,0.5603269332226726
HND,Honduras,Medium,LAC,139.0,2004,4.864935827,-0.8769087670494443
ISL,Iceland,Very High,Developed,1.0,2004,12.3234405,1.3771132127548766
IRN,Iran,High,SA,75.0,2004,9.339647177,0.47538612024771415
IRL,Republic of Ireland,Very High,Developed,11.0,2004,11.08999996,1.0043572502888178
ITA,Italy,Very High,Developed,29.0,2004,9.162500381,0.42185088907981466
JAM,Jamaica,High,LAC,117.0,2004,7.855499721,0.026864448175193973
JPN,Japan,Very High,Developed,23.0,2004,12.26299992,1.3588475681297154
PRK,North Korea,Other Countries or Territories,EAP,,2004,7.4650074786400005,-0.09114554656393718
KOR,South Korea,Very High,Developed,20.0,2004,11.11599979,1.0122146145810633
MEX,Mexico,High,LAC,81.0,2004,7.289999962,-0.14403426976411537
MAR,Morocco,High,AS,120.0,2004,3.684,-1.2337973697250428
NLD,Netherlands,Very High,Developed,8.0,2004,11.78999996,1.2159030567256979
NZL,New Zealand,Very High,Developed,17.0,2004,13.21999969,1.6480608368505139
NGA,Nigeria,Medium,SSA,164.0,2004,5.265448095,-0.7558706374466959
NOR,Norway,Very High,Developed,2.0,2004,12.22999954,1.3488745795585388
PAN,Panama,Very High,LAC,59.0,2004,8.439999962,0.20350526938218796
PRY,Paraguay,High,LAC,99.0,2004,7.230000019,-0.16216675023283209
PER,Peru,High,LAC,79.0,2004,8.600000381,0.2518587231930359
POL,Poland,Very High,Developed,35.0,2004,11.6899999,1.1856822091022177
PRT,Portugal,Very High,Developed,40.0,2004,7.389999866,-0.11381346928512862
QAT,Qatar,Very High,AS,43.0,2004,8.300000191,0.16119617730051164
ROU,Romania,Very High,Developed,55.0,2004,10.04400024,0.6882474584314597
RUS,Russia,Very High,Developed,64.0,2004,12.22000027,1.345852717221496
SAU,Saudi Arabia,Very High,AS,37.0,2004,7.519999981,-0.07452635619289705
SEN,Senegal,Low,SSA,169.0,2004,1.44738204,-1.9097218697813427
SRB,Serbia,Very High,ECA,62.0,2004,8.546666463,0.23574077077339534
SVK,Slovakia,Very High,Developed,44.0,2004,10.93200016,0.9566084001347238
SVN,Slovenia,Very High,Developed,21.0,2004,11.82999992,1.2279913764337596
ZAF,South Africa,High,SSA,106.0,2004,8.819999695,0.3183443407583082
ESP,Spain,Very High,Developed,28.0,2004,8.640000343,0.2639470435055143
SWE,Sweden,Very High,Developed,5.0,2004,12.18000031,1.3337643975134348
CHE,Switzerland,Very High,Developed,2.0,2004,11.09254507,1.0051264036422758
TGO,Togo,Medium,SSA,161.0,2004,3.239257457,-1.3682022553189341
TTO,Trinidad and Tobago,Very High,LAC,72.0,2004,9.622222371,0.5607826878102682
TUN,Tunisia,High,AS,105.0,2004,5.635371268,-0.6440767860867322
TUR,Turkey,Very High,ECA,51.0,2004,5.860000134,-0.5761920795053438
UKR,Ukraine,High,ECA,87.0,2004,11.23238264,1.04738647723631
USA,United States,Very High,Developed,17.0,2004,12.81999969,1.5271775188865822
URY,Uruguay,Very High,LAC,48.0,2004,8.633333206,0.26193217940081376
DZA,Algeria,High,AS,96.0,2005,5.979939969,-0.5399452664782276
AGO,Angola,Medium,SSA,148.0,2005,3.626393772,-1.2512064496651099
ARG,Argentina,Very High,LAC,47.0,2005,10.09999975,0.7051709748643454
AUS,Australia,Very High,Developed,7.0,2005,11.55000019,1.1433731354552472
AUT,Austria,Very High,Developed,22.0,2005,11.56000042,1.146395287912253
BEL,Belgium,Very High,Developed,10.0,2005,11.02726356,0.9853977898160369
BOL,Bolivia,High,LAC,108.0,2005,6.962000084,-0.24315855362512726
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2005,6.678524394,-0.3288272585484143
BRA,Brazil,High,LAC,84.0,2005,6.150000095,-0.4885516857676169
BGR,Bulgaria,Very High,Developed,55.0,2005,10.34400005,0.7789098894848321
CMR,Cameroon,Medium,SSA,155.0,2005,3.369272865,-1.3289105205552485
CAN,Canada,Very High,Developed,16.0,2005,13.18799973,1.638390183501731
CHL,Chile,Very High,LAC,45.0,2005,9.736666679,0.5953687069930839
CHN,China,High,EAP,78.0,2005,6.589999914,-0.35558009070699365
COL,Colombia,High,LAC,83.0,2005,7.28000021,-0.14705627776555644
CRI,Costa Rica,Very High,LAC,62.0,2005,8.054579031,0.08702786700211898
HRV,Croatia,Very High,Developed,41.0,2005,10.41400032,0.8000645517247597
CZE,Czech Republic,Very High,Developed,29.0,2005,11.93133322,1.258615140244346
CIV,Ivory Coast,Medium,SSA,157.0,2005,3.613377242,-1.2551401530020525
DNK,Denmark,Very High,Developed,4.0,2005,12.82999992,1.5301996713435886
ECU,Ecuador,High,LAC,88.0,2005,7.605882168,-0.04857204689649993
EGY,Egypt,High,AS,100.0,2005,6.411000061,-0.40967533107123355
FRA,France,Very High,Developed,26.0,2005,10.31999969,0.7716567816120099
DEU,Germany,Very High,Developed,5.0,2005,13.69999981,1.7931208546722268
GHA,Ghana,Medium,SSA,143.0,2005,5.461080952,-0.6967487653043876
GRC,Greece,Very High,Developed,34.0,2005,9.75,0.599398147197979
HND,Honduras,Medium,LAC,139.0,2005,4.93190109,-0.856671309100026
ISL,Iceland,Very High,Developed,1.0,2005,12.47000027,1.4214047909489531
IRN,Iran,High,SA,75.0,2005,9.559947533,0.5419627152025027
IRL,Republic of Ireland,Very High,Developed,11.0,2005,11.22999992,1.046666399487862
ITA,Italy,Very High,Developed,29.0,2005,9.270000458,0.4543383040526603
JAM,Jamaica,High,LAC,117.0,2005,7.938999701,0.052098834755998795
JPN,Japan,Very High,Developed,23.0,2005,12.30749989,1.3722958281869542
PRK,North Korea,Other Countries or Territories,EAP,,2005,7.5302964792800005,-0.07141466900415606
KOR,South Korea,Very High,Developed,20.0,2005,11.23999977,1.0496884371057165
MEX,Mexico,High,LAC,81.0,2005,7.489999771,-0.0835926685039338
MAR,Morocco,High,AS,120.0,2005,3.79,-1.2017632904646012
NLD,Netherlands,Very High,Developed,8.0,2005,11.78999996,1.2159030567256979
NZL,New Zealand,Very High,Developed,17.0,2005,13.26999969,1.6631712515960053
NGA,Nigeria,Medium,SSA,164.0,2005,5.488248534,-0.6885384966713445
NOR,Norway,Very High,Developed,2.0,2005,12.27999973,1.3639850517236065
PAN,Panama,Very High,LAC,59.0,2005,8.579999924,0.24581441918564856
PRY,Paraguay,High,LAC,99.0,2005,7.349999905,-0.1259017892953984
PER,Peru,High,LAC,79.0,2005,7.920000076,0.046356990480822584
POL,Poland,Very High,Developed,35.0,2005,11.80999994,1.2219472165797292
PRT,Portugal,Very High,Developed,40.0,2005,7.489999771,-0.0835926685039338
QAT,Qatar,Very High,AS,43.0,2005,8.693333308,0.2800647079206496
ROU,Romania,Very High,Developed,55.0,2005,10.22600021,0.7432493590387996
RUS,Russia,Very High,Developed,64.0,2005,12.24000025,1.3518968770755264
SAU,Saudi Arabia,Very High,AS,37.0,2005,7.757777744,-0.0026679438691935295
SEN,Senegal,Low,SSA,169.0,2005,1.380188645,-1.9300282711134955
SRB,Serbia,Very High,ECA,62.0,2005,8.96999979,0.36367561370457036
SVK,Slovakia,Very High,Developed,44.0,2005,11.15600014,1.0243030521503595
SVN,Slovenia,Very High,Developed,21.0,2005,11.68000031,1.1826602500585204
ZAF,South Africa,High,SSA,106.0,2005,8.899999619,0.34252098138326437
ESP,Spain,Very High,Developed,28.0,2005,8.920000076,0.34856528539065174
SWE,Sweden,Very High,Developed,5.0,2005,12.26000023,1.357941036929557
CHE,Switzerland,Very High,Developed,2.0,2005,11.20626175,1.0394925276078824
TGO,Togo,Medium,SSA,161.0,2005,3.278004556,-1.3564925605974418
TTO,Trinidad and Tobago,Very High,LAC,72.0,2005,9.791666826,0.6119902076377436
TUN,Tunisia,High,AS,105.0,2005,5.807058206,-0.5921915692954628
TUR,Turkey,Very High,ECA,51.0,2005,5.96999979,-0.5429492710249161
UKR,Ukraine,High,ECA,87.0,2005,11.32984366,1.0768400059106824
USA,United States,Very High,Developed,17.0,2005,12.82999992,1.5301996713435886
URY,Uruguay,Very High,LAC,48.0,2005,8.316666603,0.16623290525329612
DZA,Algeria,High,AS,96.0,2006,6.170000076,-0.48250752561137794
AGO,Angola,Medium,SSA,148.0,2006,3.666794465,-1.2389970251204043
ARG,Argentina,Very High,LAC,47.0,2006,10.18999958,0.73236967003082
AUS,Australia,Very High,Developed,7.0,2006,11.64000034,1.170571927328376
AUT,Austria,Very High,Developed,22.0,2006,11.54500008,1.1418620607377852
BEL,Belgium,Very High,Developed,10.0,2006,11.05000019,0.9922689880003327
BOL,Bolivia,High,LAC,108.0,2006,6.900000095,-0.2618954645852452
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2006,6.691630016,-0.3248666308700615
BRA,Brazil,High,LAC,84.0,2006,6.320000172,-0.43717625236290725
BGR,Bulgaria,Very High,Developed,55.0,2006,10.42000008,0.8018777289642278
CMR,Cameroon,Medium,SSA,155.0,2006,3.429636437,-1.3106681483864617
CAN,Canada,Very High,Developed,16.0,2006,13.31999969,1.6782816663414966
CHL,Chile,Very High,LAC,45.0,2006,9.773333549,0.606449739255464
CHN,China,High,EAP,78.0,2006,6.68399992,-0.32717250917222
COL,Colombia,High,LAC,83.0,2006,6.800000191,-0.29211626506423194
CRI,Costa Rica,Very High,LAC,62.0,2006,8.03228963,0.08029182513134753
HRV,Croatia,Very High,Developed,41.0,2006,10.53500032,0.836631755408849
CZE,Czech Republic,Very High,Developed,29.0,2006,12.11999989,1.3156317728913614
CIV,Ivory Coast,Medium,SSA,157.0,2006,3.706127032,-1.2271103971129076
DNK,Denmark,Very High,Developed,4.0,2006,12.73999977,1.5030008794704597
ECU,Ecuador,High,LAC,88.0,2006,7.662940979,-0.031328400914607715
EGY,Egypt,High,AS,100.0,2006,6.420000076,-0.40695545188392074
FRA,France,Very High,Developed,26.0,2006,10.44499969,0.8094328184757386
DEU,Germany,Very High,Developed,5.0,2006,13.60000038,1.7629001974399725
GHA,Ghana,Medium,SSA,143.0,2006,5.520718342,-0.6787258513596149
GRC,Greece,Very High,Developed,34.0,2006,10.10000038,0.7051711652555714
HND,Honduras,Medium,LAC,139.0,2006,4.940950449,-0.8539365177466092
