iso3,country,hdicode,region,hdi_rank_2023,year,mean_school_years,norm_mean_school_years
PRK,North Korea,Other Countries or Territories,EAP,,2017,8.528566700799999,0.23027087250065986
KOR,South Korea,Very High,Developed,20.0,2017,12.31749709,1.3753170649528264
MEX,Mexico,High,LAC,81.0,2017,8.739999771,0.2941677001333526
MAR,Morocco,High,AS,120.0,2017,5.648,-0.6402602785221392
NLD,Netherlands,Very High,Developed,8.0,2017,12.25,1.3549188844725513
NZL,New Zealand,Very High,Developed,17.0,2017,13.23249984,1.6518384858681305
NGA,Nigeria,Medium,SSA,164.0,2017,6.957065105,-0.24464994521413297
NOR,Norway,Very High,Developed,2.0,2017,12.94999981,1.5664646334898553
PAN,Panama,Very High,LAC,59.0,2017,10.25999991,0.7535243504032451
PRY,Paraguay,High,LAC,99.0,2017,8.470000267,0.21257161040301267
PER,Peru,High,LAC,79.0,2017,9.53666687,0.534927105732902
POL,Poland,Very High,Developed,35.0,2017,13.03999996,1.593663425362984
PRT,Portugal,Very High,Developed,40.0,2017,9.220000267,0.43922783158538437
QAT,Qatar,Very High,AS,43.0,2017,9.729999542,0.5933538428883833
ROU,Romania,Very High,Developed,55.0,2017,11.14999962,1.0224896452325871
RUS,Russia,Very High,Developed,64.0,2017,12.38454541,1.395579623416595
SAU,Saudi Arabia,Very High,AS,37.0,2017,10.22000027,0.7414361274018382
SEN,Senegal,Low,SSA,169.0,2017,2.829999924,-1.4918832765458672
SRB,Serbia,Very High,ECA,62.0,2017,11.15999985,1.0255117976895936
SVK,Slovakia,Very High,Developed,44.0,2017,12.77000046,1.512067336841478
SVN,Slovenia,Very High,Developed,21.0,2017,12.69999981,1.490912559762398
ZAF,South Africa,High,SSA,106.0,2017,10.14000034,0.7172594849636327
ESP,Spain,Very High,Developed,28.0,2017,10.07500029,0.697615930684079
SWE,Sweden,Very High,Developed,5.0,2017,12.48999977,1.4274488057430026
CHE,Switzerland,Very High,Developed,2.0,2017,13.73500013,1.8036982417007252
TGO,Togo,Medium,SSA,161.0,2017,4.858580112,-0.8788295168425271
TTO,Trinidad and Tobago,Very High,LAC,72.0,2017,10.72331853,0.8935430805534202
TUN,Tunisia,High,AS,105.0,2017,7.411304951,-0.10737489587436969
TUR,Turkey,Very High,ECA,51.0,2017,8.270000458,0.1521300091428314
UKR,Ukraine,High,ECA,87.0,2017,11.15116513,1.022841872022388
USA,United States,Very High,Developed,17.0,2017,13.41329002,1.706474777902372
URY,Uruguay,Very High,LAC,48.0,2017,8.829999924,0.32136649291310576
DZA,Algeria,High,AS,96.0,2018,6.840236127,-0.2799566314515709
AGO,Angola,Medium,SSA,148.0,2018,5.626794086,-0.6466688816340834
ARG,Argentina,Very High,LAC,47.0,2018,11.10000038,1.0073794601654003
AUS,Australia,Very High,Developed,7.0,2018,12.46000004,1.4183826384919473
AUT,Austria,Very High,Developed,22.0,2018,12.21000004,1.34283056476449
BEL,Belgium,Very High,Developed,10.0,2018,12.30999994,1.3730513640346436
BOL,Bolivia,High,LAC,108.0,2018,9.627499819,0.5623775763718237
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2018,9.81000042,0.6175307718200526
BRA,Brazil,High,LAC,84.0,2018,7.980000019,0.06448947094953957
BGR,Bulgaria,Very High,Developed,55.0,2018,11.29666646,1.0668135808688004
CMR,Cameroon,Medium,SSA,155.0,2018,6.419710159,-0.4070430672061561
CAN,Canada,Very High,Developed,16.0,2018,13.78599968,1.819110728747394
CHL,Chile,Very High,LAC,45.0,2018,10.76107344,0.9049529275289944
CHN,China,High,EAP,78.0,2018,7.816520214,0.015084517828298076
COL,Colombia,High,LAC,83.0,2018,8.5,0.22163777856069292
CRI,Costa Rica,Very High,LAC,62.0,2018,8.720000267,0.2881236841304699
HRV,Croatia,Very High,Developed,41.0,2018,11.76899162,1.209554162115412
CZE,Czech Republic,Very High,Developed,29.0,2018,12.82999992,1.5301996713435886
CIV,Ivory Coast,Medium,SSA,157.0,2018,4.78857129,-0.8999867635677928
DNK,Denmark,Very High,Developed,4.0,2018,12.85999966,1.5392658416167264
ECU,Ecuador,High,LAC,88.0,2018,8.78666687,0.3082708845505303
EGY,Egypt,High,AS,100.0,2018,9.310100585,0.466456895058998
FRA,France,Very High,Developed,26.0,2018,11.50999975,1.1312846706872042
DEU,Germany,Very High,Developed,5.0,2018,14.07999992,1.9079600399808747
GHA,Ghana,Medium,SSA,143.0,2018,6.317842102,-0.4378284390179033
GRC,Greece,Very High,Developed,34.0,2018,10.82999992,0.9257830815239307
HND,Honduras,Medium,LAC,139.0,2018,6.289999962,-0.44624256467394424
ISL,Iceland,Very High,Developed,1.0,2018,13.63999959,1.7749882904918126
IRN,Iran,High,SA,75.0,2018,10.52142232,0.8325283711805631
IRL,Republic of Ireland,Very High,Developed,11.0,2018,11.50304689,1.1291834587218574
ITA,Italy,Very High,Developed,29.0,2018,10.56800003,0.8466045415004679
JAM,Jamaica,High,LAC,117.0,2018,9.407215552,0.4958058436462922
JPN,Japan,Very High,Developed,23.0,2018,12.64200001,1.4733845390992872
PRK,North Korea,Other Countries or Territories,EAP,,2018,8.631081997559999,0.2612518455366746
KOR,South Korea,Very High,Developed,20.0,2018,12.41744928,1.4055234458652297
MEX,Mexico,High,LAC,81.0,2018,8.930000305,0.3515874375454493
MAR,Morocco,High,AS,120.0,2018,5.782,-0.599764367004222
NLD,Netherlands,Very High,Developed,8.0,2018,12.31999969,1.3760733714316677
NZL,New Zealand,Very High,Developed,17.0,2018,13.13499975,1.6223731499156762
NGA,Nigeria,Medium,SSA,164.0,2018,6.919020176,-0.2561474383371884
NOR,Norway,Very High,Developed,2.0,2018,12.9749999,1.5740198680613477
PAN,Panama,Very High,LAC,59.0,2018,10.39999994,0.7958335207568703
PRY,Paraguay,High,LAC,99.0,2018,8.590000153,0.24883657134044665
PER,Peru,High,LAC,79.0,2018,9.760000229,0.6024202993527766
POL,Poland,Very High,Developed,35.0,2018,13.07999992,1.6057517450710457
PRT,Portugal,Very High,Developed,40.0,2018,9.140000343,0.4150511909604287
QAT,Qatar,Very High,AS,43.0,2018,9.937999725,0.6562132235337454
ROU,Romania,Very High,Developed,55.0,2018,11.21499968,1.042133202534224
RUS,Russia,Very High,Developed,64.0,2018,12.39090902,1.3975027591441664
SAU,Saudi Arabia,Very High,AS,37.0,2018,10.58333365,0.8512384886554631
SEN,Senegal,Low,SSA,169.0,2018,2.998349905,-1.441006515839755
SRB,Serbia,Very High,ECA,62.0,2018,11.26499987,1.0572436746992915
SVK,Slovakia,Very High,Developed,44.0,2018,12.86999989,1.5422879940737328
SVN,Slovenia,Very High,Developed,21.0,2018,12.75,1.5060230319274657
ZAF,South Africa,High,SSA,106.0,2018,10.75500011,0.9031175168252692
ESP,Spain,Very High,Developed,28.0,2018,10.14000034,0.7172594849636327
SWE,Sweden,Very High,Developed,5.0,2018,12.54999971,1.4455812853050942
CHE,Switzerland,Very High,Developed,2.0,2018,13.80000019,1.8233417990023622
TGO,Togo,Medium,SSA,161.0,2018,5.091867333,-0.8083281835598648
TTO,Trinidad and Tobago,Very High,LAC,72.0,2018,10.7372049,0.8977396567536071
TUN,Tunisia,High,AS,105.0,2018,7.622610092,-0.04351672950707859
TUR,Turkey,Very High,ECA,51.0,2018,8.450000286,0.20652745024677377
UKR,Ukraine,High,ECA,87.0,2018,11.14304337,1.0203874087811207
USA,United States,Very High,Developed,17.0,2018,13.5,1.7326792531098374
URY,Uruguay,Very High,LAC,48.0,2018,8.909999847,0.3455431332358536
DZA,Algeria,High,AS,96.0,2019,7.020269871,-0.2255489406510982
AGO,Angola,Medium,SSA,148.0,2019,5.734511785,-0.6141156994876834
ARG,Argentina,Very High,LAC,47.0,2019,11.12000036,1.0134236200194309
AUS,Australia,Very High,Developed,7.0,2019,12.56000042,1.448603582822082
AUT,Austria,Very High,Developed,22.0,2019,12.26000023,1.357941036929557
BEL,Belgium,Very High,Developed,10.0,2019,12.38000011,1.3942059960537412
BOL,Bolivia,High,LAC,108.0,2019,9.859999657,0.6326409559806149
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2019,10.17500019,0.7278367299542324
BRA,Brazil,High,LAC,84.0,2019,8.125777988,0.10854478239644721
BGR,Bulgaria,Very High,Developed,55.0,2019,11.35333316,1.083938727653967
CMR,Cameroon,Medium,SSA,155.0,2019,6.47855597,-0.38925937500125996
CAN,Canada,Very High,Developed,16.0,2019,13.81399975,1.82757258215945
CHL,Chile,Very High,LAC,45.0,2019,10.93491029,0.9574878655599898
CHN,China,High,EAP,78.0,2019,7.883260012,0.035253838384504604
COL,Colombia,High,LAC,83.0,2019,8.640000343,0.2639470435055143
CRI,Costa Rica,Very High,LAC,62.0,2019,8.760000229,0.3002120044429477
HRV,Croatia,Very High,Developed,41.0,2019,11.84918288,1.2337886260666833
CZE,Czech Republic,Very High,Developed,29.0,2019,12.86999989,1.5422879940737328
CIV,Ivory Coast,Medium,SSA,157.0,2019,4.815714155,-0.8917839646171751
DNK,Denmark,Very High,Developed,4.0,2019,12.90999985,1.554376313781794
ECU,Ecuador,High,LAC,88.0,2019,8.803333282,0.31330761250331535
EGY,Egypt,High,AS,100.0,2019,9.577676361,0.5473205140831321
FRA,France,Very High,Developed,26.0,2019,11.60999966,1.1615054729794403
DEU,Germany,Very High,Developed,5.0,2019,14.17000008,1.935158834876086
GHA,Ghana,Medium,SSA,143.0,2019,6.515184116,-0.3781900454528917
GRC,Greece,Very High,Developed,34.0,2019,11.11999989,1.0134234779815323
HND,Honduras,Medium,LAC,139.0,2019,7.090000153,-0.20447587102429665
ISL,Iceland,Very High,Developed,1.0,2019,13.72999954,1.8021870219232823
IRN,Iran,High,SA,75.0,2019,10.62875357,0.8649647652336042
IRL,Republic of Ireland,Very High,Developed,11.0,2019,11.57656031,1.1513998240330474
ITA,Italy,Very High,Developed,29.0,2019,10.6539999,0.872594415575635
JAM,Jamaica,High,LAC,117.0,2019,9.545389262,0.5375630849467574
JPN,Japan,Very High,Developed,23.0,2019,12.65600004,1.4776154642942736
PRK,North Korea,Other Countries or Territories,EAP,,2019,8.72224268068,0.28880136014518554
KOR,South Korea,Very High,Developed,20.0,2019,12.51821255,1.4359749418814682
MEX,Mexico,High,LAC,81.0,2019,9.075000286,0.39540763456541683
MAR,Morocco,High,AS,120.0,2019,5.916,-0.5592684554863048
NLD,Netherlands,Very High,Developed,8.0,2019,12.44999981,1.415360486034941
NZL,New Zealand,Very High,Developed,17.0,2019,13.03749967,1.5929078169853044
NGA,Nigeria,Medium,SSA,164.0,2019,7.191969872,-0.17365977611287242
NOR,Norway,Very High,Developed,2.0,2019,13.0,1.5815751056549228
PAN,Panama,Very High,LAC,59.0,2019,10.53999996,0.8381426880884119
PRY,Paraguay,High,LAC,99.0,2019,8.81000042,0.31532247691022364
PER,Peru,High,LAC,79.0,2019,9.889816364,0.6416518121629109
POL,Poland,Very High,Developed,35.0,2019,13.11999989,1.6178400678011902
PRT,Portugal,Very High,Developed,40.0,2019,9.329999924,0.4724706403680202
QAT,Qatar,Very High,AS,43.0,2019,10.14599991,0.7190726047835249
ROU,Romania,Very High,Developed,55.0,2019,11.27999973,1.0617767568137777
RUS,Russia,Very High,Developed,64.0,2019,12.39727263,1.3994258948717373
SAU,Saudi Arabia,Very High,AS,37.0,2019,10.94666704,0.9610408529311708
SEN,Senegal,Low,SSA,169.0,2019,2.84145999,-1.4884199495404533
SRB,Serbia,Very High,ECA,62.0,2019,11.36999989,1.0889755517089896
SVK,Slovakia,Very High,Developed,44.0,2019,12.90999985,1.554376313781794
SVN,Slovenia,Very High,Developed,21.0,2019,12.80000019,1.5211335040925333
ZAF,South Africa,High,SSA,106.0,2019,11.36999989,1.0889755517089896
ESP,Spain,Very High,Developed,28.0,2019,10.375,0.7882783315166221
SWE,Sweden,Very High,Developed,5.0,2019,12.60999966,1.4637137678892693
CHE,Switzerland,Very High,Developed,2.0,2019,13.85999966,1.8414741365265554
TGO,Togo,Medium,SSA,161.0,2019,5.336355959,-0.734441692771558
TTO,Trinidad and Tobago,Very High,LAC,72.0,2019,10.75109126,0.9019362299317114
TUN,Tunisia,High,AS,105.0,2019,7.289999962,-0.14403426976411537
TUR,Turkey,Very High,ECA,51.0,2019,8.630000114,0.26092489135071617
UKR,Ukraine,High,ECA,87.0,2019,11.13492162,1.017932948561937
USA,United States,Very High,Developed,17.0,2019,13.59000015,1.759878044982966
URY,Uruguay,Very High,LAC,48.0,2019,8.979999542,0.36669762170601167
DZA,Algeria,High,AS,96.0,2020,7.215610724,-0.16651531453973661
AGO,Angola,Medium,SSA,148.0,2020,5.844291601,-0.5809393284788086
ARG,Argentina,Very High,LAC,47.0,2020,11.14000034,1.0194677798734615
AUS,Australia,Very High,Developed,7.0,2020,12.64000034,1.472780222238205
AUT,Austria,Very High,Developed,22.0,2020,12.31062811,1.3732412022192566
BEL,Belgium,Very High,Developed,10.0,2020,12.53386908,1.4407064751169731
BOL,Bolivia,High,LAC,108.0,2020,9.829999924,0.6235747878229346
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2020,10.53999996,0.8381426880884119
BRA,Brazil,High,LAC,84.0,2020,8.274219016,0.15340489236298957
BGR,Bulgaria,Very High,Developed,55.0,2020,11.40999985,1.1010638714170509
CMR,Cameroon,Medium,SSA,155.0,2020,6.537401781,-0.37147568279636406
CAN,Canada,Very High,Developed,16.0,2020,13.84199982,1.8360344355715057
CHL,Chile,Very High,LAC,45.0,2020,11.11155533,1.0108714619026684
CHN,China,High,EAP,78.0,2020,7.949999809,0.05542315863850281
COL,Colombia,High,LAC,83.0,2020,8.859999657,0.330432661070786
CRI,Costa Rica,Very High,LAC,62.0,2020,8.800000191,0.3123003247554261
HRV,Croatia,Very High,Developed,41.0,2020,11.95072257,1.2644747626472554
CZE,Czech Republic,Very High,Developed,29.0,2020,12.91650699,1.5563428254659337
CIV,Ivory Coast,Medium,SSA,157.0,2020,4.84285702,-0.8835811656665574
DNK,Denmark,Very High,Developed,4.0,2020,12.96000004,1.5694867859468618
ECU,Ecuador,High,LAC,88.0,2020,8.819999695,0.3183443407583082
EGY,Egypt,High,AS,100.0,2020,9.852942366,0.6305081841008228
FRA,France,Very High,Developed,26.0,2020,11.68757451,1.184949236125826
DEU,Germany,Very High,Developed,5.0,2020,14.26000023,1.9623576267492149
GHA,Ghana,Medium,SSA,143.0,2020,6.712526131,-0.318551651585672
GRC,Greece,Very High,Developed,34.0,2020,11.40999985,1.1010638714170509
HND,Honduras,Medium,LAC,139.0,2020,7.297090193,-0.14189154314308847
ISL,Iceland,Very High,Developed,1.0,2020,13.77000046,1.814275631751307
IRN,Iran,High,SA,75.0,2020,10.73717974,0.8977320531929073
IRL,Republic of Ireland,Very High,Developed,11.0,2020,11.65054353,1.1737581668011863
ITA,Italy,Very High,Developed,29.0,2020,10.73999977,0.898584289650802
JAM,Jamaica,High,LAC,117.0,2020,9.683562972,0.5793203262472226
JPN,Japan,Very High,Developed,23.0,2020,12.67000008,1.4818463925113428
PRK,North Korea,Other Countries or Territories,EAP,,2020,8.768102807759998,0.30266067095437965
KOR,South Korea,Very High,Developed,20.0,2020,12.61979347,1.46667353851004
MEX,Mexico,High,LAC,81.0,2020,9.220000267,0.43922783158538437
MAR,Morocco,High,AS,120.0,2020,6.05,-0.5187725439683879
NLD,Netherlands,Very High,Developed,8.0,2020,12.57999992,1.4546475976161313
NZL,New Zealand,Very High,Developed,17.0,2020,12.93999958,1.5634424810328493
NGA,Nigeria,Medium,SSA,164.0,2020,7.388969898,-0.11412473415822033
NOR,Norway,Very High,Developed,2.0,2020,13.0588479,1.599359429172947
PAN,Panama,Very High,LAC,59.0,2020,10.68586611,0.8822246485649732
PRY,Paraguay,High,LAC,99.0,2020,8.859999657,0.330432661070786
PER,Peru,High,LAC,79.0,2020,10.02135916,0.6814051362497423
POL,Poland,Very High,Developed,35.0,2020,13.15999985,1.6299283875092514
PRT,Portugal,Very High,Developed,40.0,2020,9.579999924,0.5480227140954774
QAT,Qatar,Very High,AS,43.0,2020,10.35400009,0.7819319845222621
ROU,Romania,Very High,Developed,55.0,2020,11.39000034,1.0950198536009188
RUS,Russia,Very High,Developed,64.0,2020,12.40363624,1.4013490305993088
SAU,Saudi Arabia,Very High,AS,37.0,2020,11.31000042,1.0708432141847959
SEN,Senegal,Low,SSA,169.0,2020,2.887631869,-1.4744664247150803
SRB,Serbia,Very High,ECA,62.0,2020,11.50505687,1.1297908913504604
SVK,Slovakia,Very High,Developed,44.0,2020,13.00624316,1.5834618403933722
SVN,Slovenia,Very High,Developed,21.0,2020,12.8753791,1.5439136359557946
ZAF,South Africa,High,SSA,106.0,2020,10.55465984,0.8425730254267946
ESP,Spain,Very High,Developed,28.0,2020,10.60999966,0.8592971780696115
SWE,Sweden,Very High,Developed,5.0,2020,12.67499519,1.4833559561873302
CHE,Switzerland,Very High,Developed,2.0,2020,13.90448897,1.85491917504337
TGO,Togo,Medium,SSA,161.0,2020,5.592583833,-0.6570075038616474
TTO,Trinidad and Tobago,Very High,LAC,72.0,2020,10.76497763,0.9061328061318984
TUN,Tunisia,High,AS,105.0,2020,7.391640027,-0.11331779902594098
TUR,Turkey,Very High,ECA,51.0,2020,8.806320674,0.3142104271458625
UKR,Ukraine,High,ECA,87.0,2020,11.12679987,1.0154784883427528
USA,United States,Very High,Developed,17.0,2020,13.68000031,1.787076839878178
URY,Uruguay,Very High,LAC,48.0,2020,9.499999682,0.5238459773682841
DZA,Algeria,High,AS,96.0,2021,7.416386987,-0.10583906244013928
AGO,Angola,Medium,SSA,148.0,2021,5.956173009,-0.5471278389350178
ARG,Argentina,Very High,LAC,47.0,2021,11.18458184,1.032940678972984
AUS,Australia,Very High,Developed,7.0,2021,12.77999973,1.515089199178521
AUT,Austria,Very High,Developed,22.0,2021,12.36146506,1.388604550197173
BEL,Belgium,Very High,Developed,10.0,2021,12.68965045,1.4877848973233903
BOL,Bolivia,High,LAC,108.0,2021,10.02122319,0.6813640449878837
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2021,10.75500011,0.9031175168252692
BRA,Brazil,High,LAC,84.0,2021,8.425371752,0.19908450298050515
BGR,Bulgaria,Very High,Developed,55.0,2021,11.45453092,1.1145215301522609
CMR,Cameroon,Medium,SSA,155.0,2021,6.574180412,-0.36036087543273637
CAN,Canada,Very High,Developed,16.0,2021,13.86999989,1.8444962889835619
CHL,Chile,Very High,LAC,45.0,2021,11.29105394,1.0651174307694526
CHN,China,High,EAP,78.0,2021,8.036181597,0.08146800984226323
COL,Colombia,High,LAC,83.0,2021,9.031581597,0.3822861465955069
CRI,Costa Rica,Very High,LAC,62.0,2021,8.844752499,0.32582484344938545
HRV,Croatia,Very High,Developed,41.0,2021,12.0951217,1.3081133775110183
CZE,Czech Republic,Very High,Developed,29.0,2021,12.96318214,1.5704484429620942
CIV,Ivory Coast,Medium,SSA,157.0,2021,4.869999886,-0.8753783664137317
DNK,Denmark,Very High,Developed,4.0,2021,13.0273206,1.589831617596836
ECU,Ecuador,High,LAC,88.0,2021,9.109999657,0.4059847347982432
EGY,Egypt,High,AS,100.0,2021,10.13611962,0.7160866991894103
FRA,France,Very High,Developed,26.0,2021,11.7656677,1.2085496459197955
DEU,Germany,Very High,Developed,5.0,2021,14.29637163,1.9733493655266983
GHA,Ghana,Medium,SSA,143.0,2021,6.909868145,-0.25891325802066034
GRC,Greece,Very High,Developed,34.0,2021,11.55385642,1.1445385201483274
HND,Honduras,Medium,LAC,139.0,2021,7.510229074,-0.07747920533708957
ISL,Iceland,Very High,Developed,1.0,2021,13.90892628,1.8562601669324563
IRN,Iran,High,SA,75.0,2021,10.84671198,0.9308336046809614
IRL,Republic of Ireland,Very High,Developed,11.0,2021,11.72499956,1.1962593966732415
ITA,Italy,Very High,Developed,29.0,2021,10.82812827,0.9252174533687628
JAM,Jamaica,High,LAC,117.0,2021,9.821736683,0.6210775678498957
JPN,Japan,Very High,Developed,23.0,2021,12.68404671,1.4860914006128723
PRK,North Korea,Other Countries or Territories,EAP,,2021,8.86960712,0.3333361160824253
KOR,South Korea,Very High,Developed,20.0,2021,12.72219869,1.4976212454361064
MEX,Mexico,High,LAC,81.0,2021,9.349510934,0.478367029432089
MAR,Morocco,High,AS,120.0,2021,6.198,-0.47404571632173303
NLD,Netherlands,Very High,Developed,8.0,2021,12.66994689,1.4818303180521368
NZL,New Zealand,Very High,Developed,17.0,2021,12.88299807,1.5462161518884634
NGA,Nigeria,Medium,SSA,164.0,2021,7.585969925,-0.05458969190136019
NOR,Norway,Very High,Developed,2.0,2021,13.11796218,1.617224254936569
PAN,Panama,Very High,LAC,59.0,2021,10.83375095,0.9269166739043865
PRY,Paraguay,High,LAC,99.0,2021,8.930653385,0.3517848037386888
PER,Peru,High,LAC,79.0,2021,10.15465159,0.7216872142444303
POL,Poland,Very High,Developed,35.0,2021,13.20854242,1.6445983548194925
PRT,Portugal,Very High,Developed,40.0,2021,9.703254412,0.5852712427539416
QAT,Qatar,Very High,AS,43.0,2021,10.56200027,0.8447913642609998
ROU,Romania,Very High,Developed,55.0,2021,11.46000004,1.1161743435821183
RUS,Russia,Very High,Developed,64.0,2021,12.40999985,1.4032721663268797
SAU,Saudi Arabia,Very High,AS,37.0,2021,11.60642778,1.1604260212150181
SEN,Senegal,Low,SSA,169.0,2021,2.934554012,-1.460286163885535
SRB,Serbia,Very High,ECA,62.0,2021,11.64171812,1.171091054693206
SVK,Slovakia,Very High,Developed,44.0,2021,13.10320397,1.6127642014565478
SVN,Slovenia,Very High,Developed,21.0,2021,12.95120192,1.5668279211032496
ZAF,South Africa,High,SSA,106.0,2021,11.60999966,1.1615054729794403
ESP,Spain,Very High,Developed,28.0,2021,10.75612495,0.9034574528037159
SWE,Sweden,Very High,Developed,5.0,2021,12.74032574,1.5030993903083512
CHE,Switzerland,Very High,Developed,2.0,2021,13.94912109,1.868407371926781
TGO,Togo,Medium,SSA,161.0,2021,5.861114619,-0.5758552728937911
TTO,Trinidad and Tobago,Very High,LAC,72.0,2021,10.77886399,0.9103293793100021
TUN,Tunisia,High,AS,105.0,2021,7.493280093,-0.08260132798555855
TUR,Turkey,Very High,ECA,51.0,2021,8.98624366,0.36858464596000734
UKR,Ukraine,High,ECA,87.0,2021,11.12273899,1.0142512567221198
USA,United States,Very High,Developed,17.0,2021,13.57549953,1.7554958373376308
URY,Uruguay,Very High,LAC,48.0,2021,10.01999982,0.6809943324261399
DZA,Algeria,High,AS,96.0,2022,7.416386987,-0.10583906244013928
AGO,Angola,Medium,SSA,148.0,2022,5.956173009,-0.5471278389350178
ARG,Argentina,Very High,LAC,47.0,2022,11.18458184,1.032940678972984
AUS,Australia,Very High,Developed,7.0,2022,12.86999989,1.5422879940737328
AUT,Austria,Very High,Developed,22.0,2022,12.36146506,1.388604550197173
BEL,Belgium,Very High,Developed,10.0,2022,12.68965045,1.4877848973233903
BOL,Bolivia,High,LAC,108.0,2022,10.02122319,0.6813640449878837
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2022,10.97000027,0.9680923485842099
BRA,Brazil,High,LAC,84.0,2022,8.425371752,0.19908450298050515
BGR,Bulgaria,Very High,Developed,55.0,2022,11.45453092,1.1145215301522609
CMR,Cameroon,Medium,SSA,155.0,2022,6.574180412,-0.36036087543273637
CAN,Canada,Very High,Developed,16.0,2022,13.86999989,1.8444962889835619
CHL,Chile,Very High,LAC,45.0,2022,11.29105394,1.0651174307694526
CHN,China,High,EAP,78.0,2022,8.036181597,0.08146800984226323
COL,Colombia,High,LAC,83.0,2022,9.031581597,0.3822861465955069
CRI,Costa Rica,Very High,LAC,62.0,2022,8.844752499,0.32582484344938545
HRV,Croatia,Very High,Developed,41.0,2022,12.0951217,1.3081133775110183
CZE,Czech Republic,Very High,Developed,29.0,2022,12.96318214,1.5704484429620942
CIV,Ivory Coast,Medium,SSA,157.0,2022,4.869999886,-0.8753783664137317
DNK,Denmark,Very High,Developed,4.0,2022,13.0273206,1.589831617596836
ECU,Ecuador,High,LAC,88.0,2022,8.970000267,0.3636757578579271
EGY,Egypt,High,AS,100.0,2022,10.13611962,0.7160866991894103
FRA,France,Very High,Developed,26.0,2022,11.7656677,1.2085496459197955
DEU,Germany,Very High,Developed,5.0,2022,14.29637163,1.9733493655266983
GHA,Ghana,Medium,SSA,143.0,2022,7.107210159,-0.19927486445564874
GRC,Greece,Very High,Developed,34.0,2022,11.55385642,1.1445385201483274
HND,Honduras,Medium,LAC,139.0,2022,7.510229074,-0.07747920533708957
ISL,Iceland,Very High,Developed,1.0,2022,13.90892628,1.8562601669324563
IRN,Iran,High,SA,75.0,2022,10.84671198,0.9308336046809614
IRL,Republic of Ireland,Very High,Developed,11.0,2022,11.72499956,1.1962593966732415
ITA,Italy,Very High,Developed,29.0,2022,10.82812827,0.9252174533687628
JAM,Jamaica,High,LAC,117.0,2022,9.959910393,0.662834809150361
JPN,Japan,Very High,Developed,23.0,2022,12.68404671,1.4860914006128723
PRK,North Korea,Other Countries or Territories,EAP,,2022,8.90535190776,0.3441384874432888
KOR,South Korea,Very High,Developed,20.0,2022,12.72219869,1.4976212454361064
MEX,Mexico,High,LAC,81.0,2022,9.349510934,0.478367029432089
MAR,Morocco,High,AS,120.0,2022,6.198,-0.47404571632173303
NLD,Netherlands,Very High,Developed,8.0,2022,12.66994689,1.4818303180521368
NZL,New Zealand,Very High,Developed,17.0,2022,12.88299807,1.5462161518884634
NGA,Nigeria,Medium,SSA,164.0,2022,7.585969925,-0.05458969190136019
NOR,Norway,Very High,Developed,2.0,2022,13.11796218,1.617224254936569
PAN,Panama,Very High,LAC,59.0,2022,10.83375095,0.9269166739043865
PRY,Paraguay,High,LAC,99.0,2022,8.930653385,0.3517848037386888
PER,Peru,High,LAC,79.0,2022,10.15465159,0.7216872142444303
POL,Poland,Very High,Developed,35.0,2022,13.20854242,1.6445983548194925
PRT,Portugal,Very High,Developed,40.0,2022,9.703254412,0.5852712427539416
QAT,Qatar,Very High,AS,43.0,2022,10.77000046,0.9076507470218202
ROU,Romania,Very High,Developed,55.0,2022,11.55000019,1.1433731354552472
RUS,Russia,Very High,Developed,64.0,2022,12.40999985,1.4032721663268797
SAU,Saudi Arabia,Very High,AS,37.0,2022,11.60642778,1.1604260212150181
SEN,Senegal,Low,SSA,169.0,2022,2.934554012,-1.460286163885535
SRB,Serbia,Very High,ECA,62.0,2022,11.64171812,1.171091054693206
SVK,Slovakia,Very High,Developed,44.0,2022,13.10320397,1.6127642014565478
SVN,Slovenia,Very High,Developed,21.0,2022,12.95120192,1.5668279211032496
ZAF,South Africa,High,SSA,106.0,2022,11.60999966,1.1615054729794403
ESP,Spain,Very High,Developed,28.0,2022,10.75612495,0.9034574528037159
SWE,Sweden,Very High,Developed,5.0,2022,12.74032574,1.5030993903083512
CHE,Switzerland,Very High,Developed,2.0,2022,13.94912109,1.868407371926781
TGO,Togo,Medium,SSA,161.0,2022,5.861114619,-0.5758552728937911
TTO,Trinidad and Tobago,Very High,LAC,72.0,2022,10.79275036,0.9145259555101891
TUN,Tunisia,High,AS,105.0,2022,7.594920158,-0.051884857247384446
TUR,Turkey,Very High,ECA,51.0,2022,8.98624366,0.36858464596000734
UKR,Ukraine,High,ECA,87.0,2022,11.12273899,1.0142512567221198
USA,United States,Very High,Developed,17.0,2022,13.90999985,1.856584608691623
URY,Uruguay,Very High,LAC,48.0,2022,10.53999996,0.8381426880884119
DZA,Algeria,High,AS,96.0,2023,7.416386987,-0.10583906244013928
AGO,Angola,Medium,SSA,148.0,2023,5.956173009,-0.5471278389350178
ARG,Argentina,Very High,LAC,47.0,2023,11.18458184,1.032940678972984
AUS,Australia,Very High,Developed,7.0,2023,12.86999989,1.5422879940737328
