iso3,country,hdicode,region,hdi_rank_2023,year,life_expectancy,norm_life_expectancy
NGA,Nigeria,Medium,SSA,164.0,2001,47.549,-2.210548113507511
NOR,Norway,Very High,Developed,2.0,2001,78.896,1.0767067265831662
PAN,Panama,Very High,LAC,59.0,2001,73.82,0.54440361724893
PRY,Paraguay,High,LAC,99.0,2001,70.281,0.17328054712799779
PER,Peru,High,LAC,79.0,2001,70.315,0.1768460131873673
POL,Poland,Very High,Developed,35.0,2001,74.177,0.5818410108723204
PRT,Portugal,Very High,Developed,40.0,2001,77.152,0.8938192910672272
QAT,Qatar,Very High,AS,43.0,2001,75.486,0.7191114541580794
ROU,Romania,Very High,Developed,55.0,2001,71.122,0.26147339877301135
RUS,Russia,Very High,Developed,64.0,2001,65.015,-0.37894722547919024
SAU,Saudi Arabia,Very High,AS,37.0,2001,72.951,0.45327449943737563
SEN,Senegal,Low,SSA,169.0,2001,58.158,-1.09801783633515
SRB,Serbia,Very High,ECA,62.0,2001,72.275,0.3823846448451895
SVK,Slovakia,Very High,Developed,44.0,2001,73.571,0.5182918216964829
SVN,Slovenia,Very High,Developed,21.0,2001,76.181,0.7919937750775613
ZAF,South Africa,High,SSA,106.0,2001,57.161,-1.2025698851937459
ESP,Spain,Very High,Developed,28.0,2001,79.739,1.165109311525791
SWE,Sweden,Very High,Developed,5.0,2001,79.836,1.1752813764598762
CHE,Switzerland,Very High,Developed,2.0,2001,80.251,1.2188010357139565
TGO,Togo,Medium,SSA,161.0,2001,54.746,-1.4558228420578472
TTO,Trinidad and Tobago,Very High,LAC,72.0,2001,68.874,0.025733172259346317
TUN,Tunisia,High,AS,105.0,2001,72.822,0.4397467017415302
TUR,Turkey,Very High,ECA,51.0,2001,72.271,0.38196517824996895
UKR,Ukraine,High,ECA,87.0,2001,67.675,-0.10000193965786157
USA,United States,Very High,Developed,17.0,2001,76.919,0.8693853618956593
URY,Uruguay,Very High,LAC,48.0,2001,74.987,0.666782996404378
DZA,Algeria,High,AS,96.0,2002,71.644,0.3162137894492276
AGO,Angola,Medium,SSA,148.0,2002,47.874,-2.176466452645882
ARG,Argentina,Very High,LAC,47.0,2002,74.312,0.5959980084609959
AUS,Australia,Very High,Developed,7.0,2002,80.052,1.1979325726017596
AUT,Austria,Very High,Developed,22.0,2002,78.846,1.071463394142916
BEL,Belgium,Very High,Developed,10.0,2002,78.168,1.0003638062531188
BOL,Bolivia,High,LAC,108.0,2002,63.068,-0.5831225907025468
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2002,75.994,0.7723837117510245
BRA,Brazil,High,LAC,84.0,2002,70.396,0.18534021174057352
BGR,Bulgaria,Very High,Developed,55.0,2002,72.128,0.36696924747085236
CMR,Cameroon,Medium,SSA,155.0,2002,53.922,-1.5422329606731766
CAN,Canada,Very High,Developed,16.0,2002,79.566,1.1469673812825238
CHL,Chile,Very High,LAC,45.0,2002,77.84,0.965967545445075
CHN,China,High,EAP,78.0,2002,73.034,0.4619784312881928
COL,Colombia,High,LAC,83.0,2002,71.537,0.30499305802709153
CRI,Costa Rica,Very High,LAC,62.0,2002,77.939,0.97634934367677
HRV,Croatia,Very High,Developed,41.0,2002,74.646,0.6310234691618699
CZE,Czech Republic,Very High,Developed,29.0,2002,75.442,0.7144973216106577
CIV,Ivory Coast,Medium,SSA,157.0,2002,51.544,-1.7916058515314925
DNK,Denmark,Very High,Developed,4.0,2002,77.099,0.888261358680562
ECU,Ecuador,High,LAC,88.0,2002,73.164,0.47561109563284376
EGY,Egypt,High,AS,100.0,2002,67.846,-0.08206974271220402
FRA,France,Very High,Developed,26.0,2002,79.411,1.130713050717747
DEU,Germany,Very High,Developed,5.0,2002,78.475,1.0325578674362559
GHA,Ghana,Medium,SSA,143.0,2002,58.709,-1.0402363128435888
GRC,Greece,Very High,Developed,34.0,2002,79.031,1.0908637241718433
HND,Honduras,Medium,LAC,139.0,2002,68.714,0.00895450845054493
ISL,Iceland,Very High,Developed,1.0,2002,80.278,1.2216324352316918
IRN,Iran,High,SA,75.0,2002,71.112,0.2604247322849607
IRL,Republic of Ireland,Very High,Developed,11.0,2002,77.59,0.9397508832438223
ITA,Italy,Very High,Developed,29.0,2002,80.112,1.2042245715300588
JAM,Jamaica,High,LAC,117.0,2002,71.478,0.2988059257475946
JPN,Japan,Very High,Developed,23.0,2002,81.795,1.380715141468893
PRK,North Korea,Other Countries or Territories,EAP,,2002,60.877,-0.8128854182343251
KOR,South Korea,Very High,Developed,20.0,2002,77.23,0.9019988896740184
MEX,Mexico,High,LAC,81.0,2002,73.106,0.46952883000215245
MAR,Morocco,High,AS,120.0,2002,67.582,-0.10975453799672795
NLD,Netherlands,Very High,Developed,8.0,2002,78.412,1.0259512685615415
NZL,New Zealand,Very High,Developed,17.0,2002,78.866,1.0735607271190157
NGA,Nigeria,Medium,SSA,164.0,2002,48.02,-2.16115592192035
NOR,Norway,Very High,Developed,2.0,2002,78.96,1.0834181921066863
PAN,Panama,Very High,LAC,59.0,2002,74.195,0.5837286105508092
PRY,Paraguay,High,LAC,99.0,2002,70.539,0.20033614251969015
PER,Peru,High,LAC,79.0,2002,70.815,0.22927933758987276
POL,Poland,Very High,Developed,35.0,2002,74.518,0.6176005381148285
PRT,Portugal,Very High,Developed,40.0,2002,77.37,0.91668022050672
QAT,Qatar,Very High,AS,43.0,2002,75.766,0.7484741158234826
ROU,Romania,Very High,Developed,55.0,2002,70.835,0.23137667056597255
RUS,Russia,Very High,Developed,64.0,2002,64.73,-0.408834220388618
SAU,Saudi Arabia,Very High,AS,37.0,2002,73.296,0.48945349327510573
SEN,Senegal,Low,SSA,169.0,2002,58.912,-1.018948383136172
SRB,Serbia,Very High,ECA,62.0,2002,72.599,0.41636143905801287
SVK,Slovakia,Very High,Developed,44.0,2002,73.765,0.5386359515646553
SVN,Slovenia,Very High,Developed,21.0,2002,76.316,0.8061507726662382
ZAF,South Africa,High,SSA,106.0,2002,55.58,-1.3683640569544684
ESP,Spain,Very High,Developed,28.0,2002,79.818,1.173393776781386
SWE,Sweden,Very High,Developed,5.0,2002,79.935,1.1856631746915727
CHE,Switzerland,Very High,Developed,2.0,2002,80.444,1.2390402989333233
TGO,Togo,Medium,SSA,161.0,2002,55.032,-1.4258309804996145
TTO,Trinidad and Tobago,Very High,LAC,72.0,2002,69.232,0.06327543253154065
TUN,Tunisia,High,AS,105.0,2002,73.07,0.4657536306451719
TUR,Turkey,Very High,ECA,51.0,2002,72.605,0.41699063895084293
UKR,Ukraine,High,ECA,87.0,2002,67.699,-0.0974851400865412
USA,United States,Very High,Developed,17.0,2002,76.988,0.8766211606632053
URY,Uruguay,Very High,LAC,48.0,2002,74.979,0.6659440632139384
DZA,Algeria,High,AS,96.0,2003,71.906,0.34368885143614053
AGO,Angola,Medium,SSA,148.0,2003,50.218,-1.9306590278469364
ARG,Argentina,Very High,LAC,47.0,2003,74.307,0.5954736752169714
AUS,Australia,Very High,Developed,7.0,2003,80.44,1.2386208323381027
AUT,Austria,Very High,Developed,22.0,2003,78.849,1.071777994089331
BEL,Belgium,Very High,Developed,10.0,2003,78.32,1.0163035368714792
BOL,Bolivia,High,LAC,108.0,2003,63.455,-0.5425391976150075
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2003,76.449,0.8200980369573043
BRA,Brazil,High,LAC,84.0,2003,70.884,0.23651513635741878
BGR,Bulgaria,Very High,Developed,55.0,2003,72.373,0.39266157642808047
CMR,Cameroon,Medium,SSA,155.0,2003,54.253,-1.5075220999187178
CAN,Canada,Very High,Developed,16.0,2003,79.736,1.1647947115793758
CHL,Chile,Very High,LAC,45.0,2003,77.884,0.9705816779924952
CHN,China,High,EAP,78.0,2003,73.385,0.4987866250187516
COL,Colombia,High,LAC,83.0,2003,72.309,0.38595011090455905
CRI,Costa Rica,Very High,LAC,62.0,2003,78.214,1.0051876720981485
HRV,Croatia,Very High,Developed,41.0,2003,74.709,0.6376300680365858
CZE,Czech Republic,Very High,Developed,29.0,2003,75.396,0.7096734557656281
CIV,Ivory Coast,Medium,SSA,157.0,2003,51.443,-1.8021973830607987
DNK,Denmark,Very High,Developed,4.0,2003,77.401,0.9199310866196745
ECU,Ecuador,High,LAC,88.0,2003,73.632,0.5246886872735893
EGY,Egypt,High,AS,100.0,2003,68.045,-0.06120127960000705
FRA,France,Very High,Developed,26.0,2003,79.419,1.1315519839081865
DEU,Germany,Very High,Developed,5.0,2003,78.536,1.0389547330133624
GHA,Ghana,Medium,SSA,143.0,2003,59.014,-1.0082519849580605
GRC,Greece,Very High,Developed,34.0,2003,79.085,1.0965265232073125
HND,Honduras,Medium,LAC,139.0,2003,68.874,0.025733172259346317
ISL,Iceland,Very High,Developed,1.0,2003,80.768,1.2730170931461466
IRN,Iran,High,SA,75.0,2003,70.464,0.19247114385931402
IRL,Republic of Ireland,Very High,Developed,11.0,2003,78.1,0.9932328741343769
ITA,Italy,Very High,Developed,29.0,2003,80.191,1.2125090367856555
JAM,Jamaica,High,LAC,117.0,2003,71.585,0.31002665716973077
JPN,Japan,Very High,Developed,23.0,2003,81.854,1.3869022737483885
PRK,North Korea,Other Countries or Territories,EAP,,2003,69.399,0.08078816288197764
KOR,South Korea,Very High,Developed,20.0,2003,77.497,0.929998284904956
MEX,Mexico,High,LAC,81.0,2003,73.308,0.49071189306076596
MAR,Morocco,High,AS,120.0,2003,67.958,-0.07032467804604334
NLD,Netherlands,Very High,Developed,8.0,2003,78.665,1.0524825307092094
NZL,New Zealand,Very High,Developed,17.0,2003,79.141,1.1023990555403944
NGA,Nigeria,Medium,SSA,164.0,2003,48.618,-2.098445665934954
NOR,Norway,Very High,Developed,2.0,2003,79.529,1.1430873152767378
PAN,Panama,Very High,LAC,59.0,2003,74.567,0.6227390039062732
PRY,Paraguay,High,LAC,99.0,2003,70.795,0.22718200461377297
PER,Peru,High,LAC,79.0,2003,71.278,0.27783259598659366
POL,Poland,Very High,Developed,35.0,2003,74.772,0.6442366669113018
PRT,Portugal,Very High,Developed,40.0,2003,77.583,0.9390168167021867
QAT,Qatar,Very High,AS,43.0,2003,76.097,0.7831849765779401
ROU,Romania,Very High,Developed,55.0,2003,70.819,0.2296988041850933
RUS,Russia,Very High,Developed,64.0,2003,64.715,-0.4104072201206932
SAU,Saudi Arabia,Very High,AS,37.0,2003,73.657,0.5273103534937137
SEN,Senegal,Low,SSA,169.0,2003,59.474,-0.9600133265077561
SRB,Serbia,Very High,ECA,62.0,2003,72.722,0.4292600368610282
SVK,Slovakia,Very High,Developed,44.0,2003,73.819,0.544298750600126
SVN,Slovenia,Very High,Developed,21.0,2003,76.317,0.8062556393150423
ZAF,South Africa,High,SSA,106.0,2003,54.245,-1.5083610331091581
ESP,Spain,Very High,Developed,28.0,2003,79.748,1.1660531113650359
SWE,Sweden,Very High,Developed,5.0,2003,80.195,1.2129285033808745
CHE,Switzerland,Very High,Developed,2.0,2003,80.532,1.2482685640281637
TGO,Togo,Medium,SSA,161.0,2003,55.299,-1.3978315852686765
TTO,Trinidad and Tobago,Very High,LAC,72.0,2003,69.454,0.08655582856625246
TUN,Tunisia,High,AS,105.0,2003,73.304,0.4902924264655454
TUR,Turkey,Very High,ECA,51.0,2003,72.906,0.44855550024115143
UKR,Ukraine,High,ECA,87.0,2003,67.638,-0.10388200566364612
USA,United States,Very High,Developed,17.0,2003,77.137,0.892246291335152
URY,Uruguay,Very High,LAC,48.0,2003,75.086,0.6771647946360745
DZA,Algeria,High,AS,96.0,2004,72.536,0.40975484018329694
AGO,Angola,Medium,SSA,148.0,2004,51.123,-1.8357547106784022
ARG,Argentina,Very High,LAC,47.0,2004,74.871,0.6546184651429967
AUS,Australia,Very High,Developed,7.0,2004,80.733,1.2693467604379716
AUT,Austria,Very High,Developed,22.0,2004,79.362,1.1255745849263008
BEL,Belgium,Very High,Developed,10.0,2004,78.96,1.0834181921066863
BOL,Bolivia,High,LAC,108.0,2004,63.819,-0.5043677374499831
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2004,76.489,0.8242927029095054
BRA,Brazil,High,LAC,84.0,2004,71.361,0.2865365278374094
BGR,Bulgaria,Very High,Developed,55.0,2004,72.575,0.4138446394866925
CMR,Cameroon,Medium,SSA,155.0,2004,54.578,-1.4734404390570888
CAN,Canada,Very High,Developed,16.0,2004,80.029,1.1955206396792433
CHL,Chile,Very High,LAC,45.0,2004,78.276,1.011689404324059
CHN,China,High,EAP,78.0,2004,73.727,0.5346510189100652
COL,Colombia,High,LAC,83.0,2004,72.76,0.43324496951561975
CRI,Costa Rica,Very High,LAC,62.0,2004,78.512,1.036437933442042
HRV,Croatia,Very High,Developed,41.0,2004,75.266,0.6960407914209771
CZE,Czech Republic,Very High,Developed,29.0,2004,75.942,0.7669306460131632
CIV,Ivory Coast,Medium,SSA,157.0,2004,51.939,-1.750183525253513
DNK,Denmark,Very High,Developed,4.0,2004,77.785,0.9601998797607987
ECU,Ecuador,High,LAC,88.0,2004,73.868,0.5494372163915708
EGY,Egypt,High,AS,100.0,2004,68.211,-0.04379341589837557
FRA,France,Very High,Developed,26.0,2004,80.336,1.2277147008623817
DEU,Germany,Very High,Developed,5.0,2004,79.119,1.1000919892666836
GHA,Ghana,Medium,SSA,143.0,2004,59.316,-0.9765822570189472
GRC,Greece,Very High,Developed,34.0,2004,79.35,1.1243161851406405
HND,Honduras,Medium,LAC,139.0,2004,69.05,0.044189702449028444
ISL,Iceland,Very High,Developed,1.0,2004,80.721,1.2680883606523115
IRN,Iran,High,SA,75.0,2004,72.04,0.35774098237601204
IRL,Republic of Ireland,Very High,Developed,11.0,2004,78.503,1.035494133602797
ITA,Italy,Very High,Developed,29.0,2004,81.017,1.2991288886985939
JAM,Jamaica,High,LAC,117.0,2004,71.542,0.3055173912711161
JPN,Japan,Very High,Developed,23.0,2004,82.127,1.415530868872156
PRK,North Korea,Other Countries or Territories,EAP,,2004,69.294,0.06977716475745108
KOR,South Korea,Very High,Developed,20.0,2004,77.957,0.9782369433552602
MEX,Mexico,High,LAC,81.0,2004,73.432,0.5037153575125868
MAR,Morocco,High,AS,120.0,2004,68.272,-0.037396550321269165
NLD,Netherlands,Very High,Developed,8.0,2004,79.239,1.1126759871232854
NZL,New Zealand,Very High,Developed,17.0,2004,79.355,1.1248405183846666
NGA,Nigeria,Medium,SSA,164.0,2004,49.148,-2.042866342068298
NOR,Norway,Very High,Developed,2.0,2004,79.965,1.1888091741557232
PAN,Panama,Very High,LAC,59.0,2004,74.845,0.6518919322740668
PRY,Paraguay,High,LAC,99.0,2004,71.054,0.25434246665427085
PER,Peru,High,LAC,79.0,2004,71.447,0.2955550596346402
POL,Poland,Very High,Developed,35.0,2004,74.943,0.6621688638569578
PRT,Portugal,Very High,Developed,40.0,2004,78.427,1.0275242682936168
QAT,Qatar,Very High,AS,43.0,2004,76.484,0.8237683696654793
ROU,Romania,Very High,Developed,55.0,2004,71.096,0.25874686590408147
RUS,Russia,Very High,Developed,64.0,2004,65.149,-0.36489509453931873
SAU,Saudi Arabia,Very High,AS,37.0,2004,74.027,0.5661110135515681
SEN,Senegal,Low,SSA,169.0,2004,60.308,-0.8725545414043767
SRB,Serbia,Very High,ECA,62.0,2004,72.867,0.44446570093775584
SVK,Slovakia,Very High,Developed,44.0,2004,74.217,0.58603567682452
SVN,Slovenia,Very High,Developed,21.0,2004,76.932,0.870748628330125
ZAF,South Africa,High,SSA,106.0,2004,53.963,-1.5379334280721708
ESP,Spain,Very High,Developed,28.0,2004,80.328,1.2268757676719422
SWE,Sweden,Very High,Developed,5.0,2004,80.546,1.2497366971114348
CHE,Switzerland,Very High,Developed,2.0,2004,81.055,1.3031138213531854
TGO,Togo,Medium,SSA,161.0,2004,55.594,-1.366895923871198
TTO,Trinidad and Tobago,Very High,LAC,72.0,2004,69.879,0.1311241543083833
TUN,Tunisia,High,AS,105.0,2004,73.519,0.512838755958623
TUR,Turkey,Very High,ECA,51.0,2004,73.223,0.48179822791233917
UKR,Ukraine,High,ECA,87.0,2004,67.472,-0.1212898693652791
USA,United States,Very High,Developed,17.0,2004,77.535,0.9339832175595459
URY,Uruguay,Very High,LAC,48.0,2004,75.319,0.7015987238076424
DZA,Algeria,High,AS,96.0,2005,72.836,0.4412148348247999
AGO,Angola,Medium,SSA,148.0,2005,52.13,-1.7301539953317555
ARG,Argentina,Very High,LAC,47.0,2005,75.231,0.6923704587128006
AUS,Australia,Very High,Developed,7.0,2005,81.092,1.30699388735897
AUT,Austria,Very High,Developed,22.0,2005,79.52,1.1421435154374926
BEL,Belgium,Very High,Developed,10.0,2005,79.053,1.0931707904455525
BOL,Bolivia,High,LAC,108.0,2005,64.182,-0.46630114393376415
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2005,76.424,0.8174763707371799
BRA,Brazil,High,LAC,84.0,2005,71.832,0.3359287194245684
BGR,Bulgaria,Very High,Developed,55.0,2005,72.559,0.4121667731058118
CMR,Cameroon,Medium,SSA,155.0,2005,54.904,-1.4392539115466552
CAN,Canada,Very High,Developed,16.0,2005,80.131,1.2062170378573547
CHL,Chile,Very High,LAC,45.0,2005,78.459,1.0308800010553767
CHN,China,High,EAP,78.0,2005,74.085,0.572193279182258
COL,Colombia,High,LAC,83.0,2005,73.156,0.47477216244240417
CRI,Costa Rica,Very High,LAC,62.0,2005,78.877,1.0747142602558706
HRV,Croatia,Very High,Developed,41.0,2005,75.57,0.7279202526576992
CZE,Czech Republic,Very High,Developed,29.0,2005,76.156,0.7893721088574369
CIV,Ivory Coast,Medium,SSA,157.0,2005,52.432,-1.6984842673926424
DNK,Denmark,Very High,Developed,4.0,2005,78.226,1.0064460718838089
ECU,Ecuador,High,LAC,88.0,2005,73.909,0.5537367489925774
EGY,Egypt,High,AS,100.0,2005,68.355,-0.028692618470453426
FRA,France,Very High,Developed,26.0,2005,80.337,1.2278195675111871
DEU,Germany,Very High,Developed,5.0,2005,79.254,1.1142489868553607
GHA,Ghana,Medium,SSA,143.0,2005,59.638,-0.9428151961037342
GRC,Greece,Very High,Developed,34.0,2005,79.65,1.155776179782145
HND,Honduras,Medium,LAC,139.0,2005,69.198,0.059709966472169654
ISL,Iceland,Very High,Developed,1.0,2005,81.169,1.3150686193169556
IRN,Iran,High,SA,75.0,2005,72.446,0.4003168417908456
IRL,Republic of Ireland,Very High,Developed,11.0,2005,78.909,1.0780699930176318
ITA,Italy,Very High,Developed,29.0,2005,81.02,1.299443488645009
JAM,Jamaica,High,LAC,117.0,2005,71.493,0.3003789254796699
JPN,Japan,Very High,Developed,23.0,2005,82.007,1.4029468710155557
PRK,North Korea,Other Countries or Territories,EAP,,2005,69.168,0.056563967008020695
KOR,South Korea,Very High,Developed,20.0,2005,78.449,1.029831334567326
MEX,Mexico,High,LAC,81.0,2005,73.627,0.5241643540295632
MAR,Morocco,High,AS,120.0,2005,68.748,0.012519974509915934
NLD,Netherlands,Very High,Developed,8.0,2005,79.488,1.1387877826757327
NZL,New Zealand,Very High,Developed,17.0,2005,80.031,1.1957303729768542
NGA,Nigeria,Medium,SSA,164.0,2005,49.538,-2.0019683490343447
NOR,Norway,Very High,Developed,2.0,2005,80.169,1.2102019705119447
PAN,Panama,Very High,LAC,59.0,2005,75.16,0.684924926647645
PRY,Paraguay,High,LAC,99.0,2005,71.317,0.28192239528998775
PER,Peru,High,LAC,79.0,2005,71.988,0.35228791663815073
POL,Poland,Very High,Developed,35.0,2005,75.127,0.6814643272370796
PRT,Portugal,Very High,Developed,40.0,2005,78.317,1.015988936925064
QAT,Qatar,Very High,AS,43.0,2005,76.909,0.8683366954076102
ROU,Romania,Very High,Developed,55.0,2005,71.581,0.3096071905745117
RUS,Russia,Very High,Developed,64.0,2005,65.219,-0.3575544291229687
SAU,Saudi Arabia,Very High,AS,37.0,2005,74.4,0.6052262735558377
SEN,Senegal,Low,SSA,169.0,2005,60.98,-0.8020841534074097
SRB,Serbia,Very High,ECA,62.0,2005,73.115,0.47047262984139754
SVK,Slovakia,Very High,Developed,44.0,2005,74.156,0.5796388112474151
SVN,Slovenia,Very High,Developed,21.0,2005,77.503,0.930627484797786
ZAF,South Africa,High,SSA,106.0,2005,53.914,-1.5430718938636163
ESP,Spain,Very High,Developed,28.0,2005,80.32,1.226036834481501
SWE,Sweden,Very High,Developed,5.0,2005,80.621,1.2576016957718095
CHE,Switzerland,Very High,Developed,2.0,2005,81.236,1.3220946847868922
TGO,Togo,Medium,SSA,161.0,2005,55.916,-1.333128862955985
TTO,Trinidad and Tobago,Very High,LAC,72.0,2005,70.185,0.16321334884271638
TUN,Tunisia,High,AS,105.0,2005,73.712,0.5330780191779899
TUR,Turkey,Very High,ECA,51.0,2005,73.51,0.511894956119378
UKR,Ukraine,High,ECA,87.0,2005,67.517,-0.11657087016905342
USA,United States,Very High,Developed,17.0,2005,77.526,0.9330394177203009
URY,Uruguay,Very High,LAC,48.0,2005,75.829,0.755080714698197
DZA,Algeria,High,AS,96.0,2006,73.116,0.4705774964902031
AGO,Angola,Medium,SSA,148.0,2006,52.965,-1.6425903435795715
ARG,Argentina,Very High,LAC,47.0,2006,75.279,0.6974040578554414
AUS,Australia,Very High,Developed,7.0,2006,81.258,1.3244017510606014
AUT,Austria,Very High,Developed,22.0,2006,79.965,1.1888091741557232
BEL,Belgium,Very High,Developed,10.0,2006,79.389,1.1284059844440362
BOL,Bolivia,High,LAC,108.0,2006,64.529,-0.42991241679842596
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2006,76.028,0.7759491778103955
BRA,Brazil,High,LAC,84.0,2006,72.296,0.38458684447009484
BGR,Bulgaria,Very High,Developed,55.0,2006,72.69,0.4259043040992682
CMR,Cameroon,Medium,SSA,155.0,2006,55.301,-1.3976218519710661
CAN,Canada,Very High,Developed,16.0,2006,80.54,1.2491074972186047
CHL,Chile,Very High,LAC,45.0,2006,78.533,1.0386401330669472
CHN,China,High,EAP,78.0,2006,74.404,0.6056457401510568
COL,Colombia,High,LAC,83.0,2006,73.497,0.5105316896849122
CRI,Costa Rica,Very High,LAC,62.0,2006,79.049,1.0927513238503335
HRV,Croatia,Very High,Developed,41.0,2006,75.677,0.7391409840798367
CZE,Czech Republic,Very High,Developed,29.0,2006,76.708,0.8472584989978021
CIV,Ivory Coast,Medium,SSA,157.0,2006,52.885,-1.650979675483973
DNK,Denmark,Very High,Developed,4.0,2006,78.223,1.0061314719373937
ECU,Ecuador,High,LAC,88.0,2006,74.01,0.5643282805218834
EGY,Egypt,High,AS,100.0,2006,68.493,-0.014221020935362863
FRA,France,Very High,Developed,26.0,2006,80.745,1.270605160223632
DEU,Germany,Very High,Developed,5.0,2006,79.586,1.1490647142586234
GHA,Ghana,Medium,SSA,143.0,2006,59.975,-0.9074751354564451
GRC,Greece,Very High,Developed,34.0,2006,79.76,1.1673115111506962
HND,Honduras,Medium,LAC,139.0,2006,69.364,0.07711783017380262
ISL,Iceland,Very High,Developed,1.0,2006,80.938,1.2908444234429988
IRN,Iran,High,SA,75.0,2006,72.895,0.4474019671042953
IRL,Republic of Ireland,Very High,Developed,11.0,2006,79.15,1.1033428553796396
ITA,Italy,Very High,Developed,29.0,2006,81.414,1.3407609482741838
JAM,Jamaica,High,LAC,117.0,2006,71.395,0.29010199389677893
JPN,Japan,Very High,Developed,23.0,2006,82.37,1.4410134645317745
PRK,North Korea,Other Countries or Territories,EAP,,2006,69.061,0.0453432355858846
KOR,South Korea,Very High,Developed,20.0,2006,79.035,1.0912831907670624
MEX,Mexico,High,LAC,81.0,2006,73.746,0.5366434852373595
MAR,Morocco,High,AS,120.0,2006,69.157,0.05541043387116454
NLD,Netherlands,Very High,Developed,8.0,2006,79.847,1.176434909596731
NZL,New Zealand,Very High,Developed,17.0,2006,80.015,1.1940525065959735
NGA,Nigeria,Medium,SSA,164.0,2006,49.876,-1.9665234217382508
NOR,Norway,Very High,Developed,2.0,2006,80.44,1.2386208323381027
PAN,Panama,Very High,LAC,59.0,2006,75.429,0.7131340551761935
PRY,Paraguay,High,LAC,99.0,2006,71.584,0.3099217905209267
PER,Peru,High,LAC,79.0,2006,72.337,0.38888637707109996
POL,Poland,Very High,Developed,35.0,2006,75.25,0.6943629250400964
PRT,Portugal,Very High,Developed,40.0,2006,79.089,1.096945989802533
QAT,Qatar,Very High,AS,43.0,2006,77.323,0.9117514880128833
ROU,Romania,Very High,Developed,55.0,2006,72.169,0.37126878007185743
RUS,Russia,Very High,Developed,64.0,2006,66.546,-0.2183963861587179
SAU,Saudi Arabia,Very High,AS,37.0,2006,74.762,0.6431880004232511
SEN,Senegal,Low,SSA,169.0,2006,61.801,-0.7159886347384952
SRB,Serbia,Very High,ECA,62.0,2006,73.395,0.4998352915068007
SVK,Slovakia,Very High,Developed,44.0,2006,74.416,0.606904139936717
SVN,Slovenia,Very High,Developed,21.0,2006,77.82,0.9638702124689738
ZAF,South Africa,High,SSA,106.0,2006,54.22,-1.5109826993292832
ESP,Spain,Very High,Developed,28.0,2006,80.963,1.2934660896631232
SWE,Sweden,Very High,Developed,5.0,2006,80.832,1.2797285586696667
CHE,Switzerland,Very High,Developed,2.0,2006,81.549,1.3549179458628609
TGO,Togo,Medium,SSA,161.0,2006,56.142,-1.3094290003260518
TTO,Trinidad and Tobago,Very High,LAC,72.0,2006,70.437,0.18963974434157863
TUN,Tunisia,High,AS,105.0,2006,73.888,0.5515345493676721
TUR,Turkey,Very High,ECA,51.0,2006,73.804,0.5427257508680509
UKR,Ukraine,High,ECA,87.0,2006,67.49,-0.11940226968678883
USA,United States,Very High,Developed,17.0,2006,77.798,0.9615631461952644
URY,Uruguay,Very High,LAC,48.0,2006,75.888,0.7612678469776939
DZA,Algeria,High,AS,96.0,2007,73.346,0.494696825715356
AGO,Angola,Medium,SSA,148.0,2007,54.2,-1.513080032305383
ARG,Argentina,Very High,LAC,47.0,2007,74.783,0.6453902000481564
AUS,Australia,Very High,Developed,7.0,2007,81.232,1.3216752181916716
AUT,Austria,Very High,Developed,22.0,2007,80.166,1.2098873705655298
BEL,Belgium,Very High,Developed,10.0,2007,79.528,1.1429824486279336
BOL,Bolivia,High,LAC,108.0,2007,64.939,-0.38691709078837183
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2007,76.162,0.790001308750267
BRA,Brazil,High,LAC,84.0,2007,72.73,0.4300989700514693
BGR,Bulgaria,Very High,Developed,55.0,2007,73.008,0.45925189841926145
CMR,Cameroon,Medium,SSA,155.0,2007,55.71,-1.3547313926098168
CAN,Canada,Very High,Developed,16.0,2007,80.542,1.2493172305162143
CHL,Chile,Very High,LAC,45.0,2007,78.652,1.0511192642747436
CHN,China,High,EAP,78.0,2007,74.789,0.6460193999409866
COL,Colombia,High,LAC,83.0,2007,73.751,0.5371678184813855
CRI,Costa Rica,Very High,LAC,62.0,2007,79.098,1.0978897896417783
HRV,Croatia,Very High,Developed,41.0,2007,75.886,0.7610581136800829
CZE,Czech Republic,Very High,Developed,29.0,2007,76.919,0.8693853618956593
CIV,Ivory Coast,Medium,SSA,157.0,2007,53.452,-1.5915202856115316
DNK,Denmark,Very High,Developed,4.0,2007,78.349,1.0193446696868256
ECU,Ecuador,High,LAC,88.0,2007,74.226,0.5869794766637652
EGY,Egypt,High,AS,100.0,2007,68.627,-0.00016888999549136485
FRA,France,Very High,Developed,26.0,2007,80.96,1.293151489716708
DEU,Germany,Very High,Developed,5.0,2007,79.731,1.1642703783353496
GHA,Ghana,Medium,SSA,143.0,2007,60.282,-0.8752810742733073
GRC,Greece,Very High,Developed,34.0,2007,79.662,1.1570345795678052
HND,Honduras,Medium,LAC,139.0,2007,69.539,0.09546949371467923
ISL,Iceland,Very High,Developed,1.0,2007,81.093,1.3070987540077754
IRN,Iran,High,SA,75.0,2007,73.299,0.4897680932215208
